Fiducial,Line_number,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,S0Z_time_3.834e-04,S0Z_time_3.924e-04,S0Z_time_4.039e-04,S0Z_time_4.184e-04,S0Z_time_4.364e-04,S0Z_time_4.589e-04,S0Z_time_4.869e-04,S0Z_time_5.224e-04,S0Z_time_5.679e-04,S0Z_time_6.249e-04,S0Z_time_6.969e-04,S0Z_time_7.879e-04,S0Z_time_9.019e-04,S0Z_time_1.046e-03,S0Z_time_1.227e-03,S0Z_time_1.456e-03,S0Z_time_1.744e-03,S0Z_time_2.109e-03,S0Z_time_2.567e-03,S0Z_time_3.145e-03,S0Z_time_3.864e-03,S0Z_time_4.745e-03,S0Z_time_5.821e-03,S0Z_time_7.140e-03,S0Z_time_8.754e-03,S0Z_time_1.073e-02,S1Z_time_2.057e-05,S1Z_time_2.607e-05,S1Z_time_3.307e-05,S1Z_time_4.206e-05,S1Z_time_5.356e-05,S1Z_time_6.807e-05,S1Z_time_8.607e-05,S1Z_time_1.086e-04,S1Z_time_1.366e-04,S1Z_time_1.721e-04,S1Z_time_2.176e-04,S1Z_time_2.746e-04,S1Z_time_3.466e-04,S1Z_time_4.376e-04,S1Z_time_5.516e-04,S1Z_time_6.956e-04,S1Z_time_8.771e-04,S1Z_time_1.106e-03,S1Z_time_1.394e-03
0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,3.3763479875453154e-11,2.931269384354186e-11,2.5427344505826442e-11,2.251667216584684e-11,1.872691342556475e-11,1.5769325697763694e-11,1.3761843829600289e-11,1.183589512973264e-11,1.0622619482172555e-11,9.15142041356902e-12,7.408138442785366e-12,6.197278330830342e-12,4.6407044880619185e-12,3.942405032328032e-12,3.4814918386608347e-12,2.6491731674965953e-12,1.889562646554021e-12,1.365474991633937e-12,1.0767937862294787e-12,7.884774766363158e-13,5.386496826790336e-13,3.6672613776395133e-13,2.556560645619791e-13,1.6621737117695611e-13,1.1009832404221541e-13,6.681031902196658e-14,3.450519077355472e-09,1.6188715469610055e-09,8.134802115021405e-10,4.537013544466198e-10,2.658064402689908e-10,1.548398472043189e-10,9.590603777658095e-11,5.7661525517354084e-11,3.151491828510752e-11,2.10826534360871e-11,1.2980016899784982e-11,8.591528633484654e-12,5.794248702685624e-12,4.164944443098309e-12,2.8583865470312216e-12,2.001370011367781e-12,1.3598117570757177e-12,9.432648440555897e-13,6.029060261393422e-13
1.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,3.4010376866463625e-11,3.087454942364683e-11,2.8514953398745067e-11,2.3981394263222976e-11,2.0563443381315798e-11,1.7684735105813342e-11,1.4011492348041045e-11,1.175997406912188e-11,9.606957184500644e-12,8.53383534017263e-12,6.6864035922102244e-12,5.475731525075729e-12,4.468480714458323e-12,3.74070033641885e-12,2.9192191008157698e-12,2.2169297960587992e-12,1.5653220852557379e-12,1.2830377940884165e-12,9.517119323661905e-13,6.818612205723254e-13,4.682463944191605e-13,3.297548923075608e-13,2.133088350288484e-13,1.5089215898419261e-13,9.49538341109811e-14,6.056774032379747e-14,3.36148693495977e-09,1.445410874584006e-09,8.151415618936685e-10,4.481676996812482e-10,2.8179016432843334e-10,1.777822154622763e-10,1.1276311879689635e-10,7.38853529847638e-11,4.262530319560708e-11,2.6752184574372768e-11,1.51530279287127e-11,9.030103281331832e-12,6.068553005760711e-12,4.1032981018135254e-12,2.7041378412598834e-12,1.8298094707451764e-12,1.2662273834104074e-12,8.196266149065165e-13,5.289589648742703e-13
2.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,4.242301164774121e-11,3.567106203391292e-11,3.035431680613076e-11,2.6329940816626595e-11,2.277561076539849e-11,1.876462940312203e-11,1.459454476961673e-11,1.1844733781296497e-11,9.444750355547696e-12,7.740126692622015e-12,5.941093349007374e-12,5.24136369486719e-12,4.030605526957974e-12,3.231952148239407e-12,2.508125884233339e-12,1.9650591865898526e-12,1.586581399574075e-12,1.2082753996604819e-12,8.781612894724573e-13,6.394156721122705e-13,4.252781818351942e-13,2.894216462260478e-13,1.9910032962464997e-13,1.386756814183246e-13,8.818502046817311e-14,5.677012113727701e-14,3.581355368838974e-09,1.546769946519011e-09,8.670280813209522e-10,4.450614175913993e-10,2.8172561147978145e-10,1.7652261001689224e-10,1.2025546299186983e-10,8.066188594186454e-11,4.879221949871567e-11,3.029205915436339e-11,1.696394558307795e-11,1.0924318828138238e-11,6.229430073326865e-12,3.843459257726214e-12,2.6222209422444986e-12,1.72548564169989e-12,1.0880912016263505e-12,7.818055734459479e-13,4.931942693901975e-13
3.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,4.472846537289632e-11,4.023145299376277e-11,3.455762677927554e-11,2.984025964802993e-11,2.451834548136293e-11,2.001437797171478e-11,1.6101018768431125e-11,1.2930832539727717e-11,1.026980132454012e-11,7.856144418572576e-12,6.080092511451161e-12,4.879067645744403e-12,3.833530061014959e-12,2.896066904083296e-12,2.4329320292565145e-12,1.7802847722209404e-12,1.3440450977290602e-12,1.0227076791536312e-12,7.701301060356649e-13,5.364928150317288e-13,3.9601420088940954e-13,2.7864299604497305e-13,1.7764827602481036e-13,1.215339083325954e-13,8.292656285747308e-14,5.146735128376828e-14,3.5309211856967614e-09,1.6699256796787864e-09,8.026624206034992e-10,4.670325089691528e-10,2.8043810753351835e-10,1.8993591672682656e-10,1.259385226233668e-10,8.303349577794238e-11,5.521858980366555e-11,3.416523360170173e-11,2.1542614610073038e-11,1.2668854076488402e-11,6.804815249898606e-12,4.409567422008432e-12,2.6059992654811076e-12,1.6744959129174758e-12,1.1060252379982598e-12,7.075209431010406e-13,4.692635561210043e-13
4.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,4.732310370726096e-11,4.331585516224789e-11,3.6183965325666163e-11,3.175538726353895e-11,2.7464066690130197e-11,2.0820908189678563e-11,1.8383789527953198e-11,1.4402245427670034e-11,1.1221243299172587e-11,8.017324809379492e-12,6.401481690360204e-12,4.797989046164891e-12,3.6167562900508464e-12,2.890445646064395e-12,2.1145739385227262e-12,1.7034752272262587e-12,1.2574035761821424e-12,9.23225412057169e-13,6.878991402356618e-13,5.199757727989529e-13,3.482600477042853e-13,2.299127956485126e-13,1.7160813019831909e-13,1.1593630832038912e-13,7.502955664447192e-14,4.9516765013573e-14,3.34473081049557e-09,1.5846539233932568e-09,7.789347034032379e-10,4.757336149230155e-10,2.870942012149624e-10,1.7944863599749866e-10,1.27173920608537e-10,8.852560176941773e-11,6.356032284555845e-11,3.9590244392975855e-11,2.495090329117435e-11,1.3950260523611166e-11,8.938824008517711e-12,4.62957309149088e-12,2.592650095660934e-12,1.7026784934127326e-12,1.0258657699520323e-12,6.389224076852689e-13,4.303659920186848e-13
5.0,0.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.107536092753023e-11,4.620029655564723e-11,3.82799335356136e-11,3.287902979537447e-11,3.028392279879641e-11,2.4445851965765253e-11,1.8960369534339116e-11,1.570742245475229e-11,1.2094374426744454e-11,9.07263646711454e-12,6.500832502330352e-12,4.808775312899038e-12,3.523556313700591e-12,2.521492310845913e-12,2.005976213466802e-12,1.548382428662608e-12,1.1992572311292321e-12,8.568280704666794e-13,6.519803085387826e-13,4.308493724111563e-13,3.179600537192314e-13,2.1876708454477738e-13,1.572428602598419e-13,1.0819309661274429e-13,6.652731627362756e-14,4.3054184955719225e-14,3.3345617000825826e-09,1.5451065475926395e-09,8.181518014575617e-10,5.036158647691285e-10,3.025268066033681e-10,1.883057094761685e-10,1.3168083410888389e-10,9.231636024795971e-11,6.625339503710168e-11,4.4247043142807816e-11,2.7303924526855562e-11,1.623642695854677e-11,9.72263357200602e-12,5.259232807364887e-12,3.0036371520713106e-12,1.7045100947832427e-12,1.0588450338326494e-12,5.801585729782117e-13,4.111636503923058e-13
6.0,0.0,6.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.32865189382154e-11,4.8300264114953045e-11,4.249530885724072e-11,3.630329009177824e-11,3.0138006634032994e-11,2.517681505110525e-11,2.1532325015185492e-11,1.6927729664398694e-11,1.2176758078134529e-11,8.980854426397178e-12,6.488051858142869e-12,5.255581056236683e-12,3.718535606760827e-12,2.608100158552928e-12,1.9627854464502733e-12,1.4487853145086191e-12,1.0130352082857102e-12,7.968050779378679e-13,5.462028394696165e-13,4.068396062072848e-13,2.9055457755621233e-13,2.03357089112126e-13,1.387220660703252e-13,9.308851070611663e-14,6.460397228508589e-14,4.1353018345559536e-14,3.3357377493233514e-09,1.551716645064154e-09,7.753398632042908e-10,4.4761388555353e-10,2.9105765894166924e-10,1.835908301994885e-10,1.3460704324211217e-10,9.419507651669967e-11,6.486641664305443e-11,4.28285410823485e-11,2.941835219023378e-11,1.8469001808009558e-11,1.0800523752956734e-11,6.017049204329539e-12,3.413085435098721e-12,1.770631260296728e-12,1.0567028597786818e-12,6.466926129186694e-13,3.671364378336079e-13
7.0,0.0,7.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.419089380713533e-11,5.000962624177269e-11,4.563511811018491e-11,3.857090346001093e-11,3.453181202199276e-11,2.7096269127645132e-11,2.1282110697507404e-11,1.7727605294985283e-11,1.3935846388522081e-11,1.0696189433770388e-11,7.391378937998486e-12,5.310366764545687e-12,3.633820955386353e-12,2.679958473755258e-12,1.863208029982466e-12,1.4395201948175087e-12,9.921258139837006e-13,7.059521886820697e-13,5.432367714360567e-13,3.8044505361510737e-13,2.719332499728043e-13,1.9122280741545517e-13,1.2826061433408595e-13,8.21195379600773e-14,6.040220219307505e-14,3.7518127352089944e-14,3.4359659195358116e-09,1.5112616894221865e-09,7.928633312252483e-10,4.38345438820784e-10,2.881946868090336e-10,1.936779959914157e-10,1.3832559158566365e-10,1.0304441430559075e-10,6.966895895898027e-11,4.646517764019669e-11,2.9089545841542667e-11,1.9248371062919617e-11,1.1449314696965789e-11,6.731324998124196e-12,3.876709312128251e-12,2.1206662176132532e-12,1.050130939292809e-12,6.123365299867717e-13,3.698278375661437e-13
8.0,0.0,8.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.6786208592363424e-11,5.3226478903019125e-11,4.5305093695823944e-11,3.9941539986890115e-11,3.627081501734204e-11,2.8980274102572037e-11,2.4156232107303268e-11,1.9455777415640924e-11,1.4635268281049553e-11,1.1279110227580068e-11,7.80805445215665e-12,5.046545013408471e-12,3.825656952221533e-12,2.676428238999824e-12,1.8660339427938914e-12,1.2717821139409903e-12,9.861428595710024e-13,6.635112070774041e-13,5.139415277686204e-13,3.486680085564188e-13,2.490175792677566e-13,1.7308659562204526e-13,1.2084995919761645e-13,7.829614821966793e-14,5.329526367471205e-14,3.5993787511687545e-14,3.2139006690160522e-09,1.4781667143655178e-09,7.887271795255758e-10,4.585836051827399e-10,2.87945122864774e-10,1.908022951043338e-10,1.4097491506705765e-10,9.482465601050929e-11,6.711851108157019e-11,4.797831848023606e-11,3.091649773356764e-11,2.0152586848801307e-11,1.26671784755266e-11,7.355063925993223e-12,4.1432181294572566e-12,2.1224888302037527e-12,1.2696578605530112e-12,5.890095639943315e-13,3.6981447486586085e-13
9.0,0.0,9.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.799837830563883e-11,5.2291812351566185e-11,4.655526358626863e-11,4.1682152110259033e-11,3.5309780268334794e-11,3.0912467086517336e-11,2.4725290917805538e-11,2.0177586409404828e-11,1.603681704814955e-11,1.1789765405152525e-11,8.7844457063885e-12,5.906934389576864e-12,3.9765073324546806e-12,2.9368111330116616e-12,1.904796575012312e-12,1.2416698388944827e-12,9.198105749955953e-13,6.466786109116511e-13,4.733940479658416e-13,3.3974040328872906e-13,2.3503145653585087e-13,1.6204476940316884e-13,1.0994768627227504e-13,7.457030354966316e-14,4.821914193759013e-14,3.331467648557803e-14,3.4614309893068257e-09,1.5563072170084616e-09,8.062653995950945e-10,4.6087273372049533e-10,2.8328614258714316e-10,2.0861625374510987e-10,1.443542434042481e-10,9.889840443319129e-11,7.289414384715232e-11,4.619430735294292e-11,3.299995197529333e-11,2.2230246778855687e-11,1.4013660029952147e-11,8.439319961136714e-12,4.742015576011806e-12,2.4672597190244125e-12,1.3816717208178612e-12,6.857281714143751e-13,3.6817243104576684e-13
