Fiducial,Line_number,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,PX,PZ,S0X_time_1.086e-05,S0X_time_3.256e-05,S0X_time_5.426e-05,S0X_time_8.680e-05,S0X_time_1.411e-04,S0X_time_2.279e-04,S0X_time_3.689e-04,S0X_time_5.860e-04,S0X_time_9.115e-04,S0X_time_1.411e-03,S0X_time_2.192e-03,S0X_time_3.418e-03,S0X_time_5.339e-03,S0X_time_8.301e-03,S0X_time_1.338e-02,S0Z_time_1.086e-05,S0Z_time_3.256e-05,S0Z_time_5.426e-05,S0Z_time_8.680e-05,S0Z_time_1.411e-04,S0Z_time_2.279e-04,S0Z_time_3.689e-04,S0Z_time_5.860e-04,S0Z_time_9.115e-04,S0Z_time_1.411e-03,S0Z_time_2.192e-03,S0Z_time_3.418e-03,S0Z_time_5.339e-03,S0Z_time_8.301e-03,S0Z_time_1.338e-02
0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.882553229630936,3.3634865661513613,2.2792803787165563,1.4791395409271642,0.8810795590717395,0.5042323072181609,0.2765164336009018,0.14841130009722373,0.07897375751268906,0.04077325268645003,0.020164574967515336,0.0095540226454419,0.0043467369663526935,0.0018986129418867223,0.00066284587545717,8.121375666504536,5.7906611689641,4.51572258435017,3.3870460174498382,2.3756666761755945,1.603555327610098,1.0419243331284334,0.6626926807941954,0.41668184514813406,0.2548837660850847,0.15015528948061949,0.08511151809543885,0.04648506136478587,0.024610554617550306,0.011894400008422167
1.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.881864872523889,3.3487484492956283,2.2490414223844097,1.4409298194271927,0.8460017418351155,0.47957542211823656,0.26233581447438437,0.14118304345672897,0.0755032188099927,0.03920438646273303,0.019499541511074345,0.009287882606190616,0.004245498507668361,0.0018617707626329342,0.0006518515033905527,8.120881679411157,5.774980038807046,4.477305257080879,3.328972447660489,2.3109724532759945,1.5482078269573718,1.003085994676188,0.6386597812829146,0.4027877950637886,0.24732599115240117,0.146287847955657,0.08323874675934924,0.04562168868908519,0.024228100918344354,0.011743623224562377
2.0,0.0,2.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.881163144136863,3.335063183862737,2.2214968669254387,1.4061080096372354,0.8137679759871038,0.4567120177617746,0.24909077197422347,0.13438928247342383,0.07222030323123488,0.037710159503433545,0.018861753196717252,0.009030978351625602,0.004147205747143311,0.0018258145185027221,0.0006410226511877063,8.120373287635122,5.760235872508022,4.441750521792013,3.2751451949741632,2.2505022696324093,1.4960211700161683,0.9662318004014493,0.6157481352045074,0.3894830618130983,0.2400538347650694,0.14254771208540762,0.08141867740316096,0.044778815856613,0.02385322595778349,0.01159519641784475
3.0,0.0,3.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.880427766140201,3.3220903708210856,2.1960884424744957,1.3741650468794933,0.7840636003728286,0.4354818402945492,0.23670591178182473,0.1279974169922718,0.06911217061058601,0.0362860332553056,0.018249773115777097,0.008782894149508511,0.004051745726168004,0.0017907164294323505,0.0006303606351767207,8.119834626423613,5.746117518705728,4.408478826535551,3.224970218754787,2.193852338856318,1.4467706645715035,0.93123785951793,0.5938914881412263,0.37673530931885,0.2330531929782436,0.1389293792637813,0.07964935844697175,0.04395580096839283,0.023485732731818244,0.011449077953122657
4.0,0.0,4.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.8796423737122625,3.3095714704059143,2.1723653682792046,1.344662336670267,0.7566038671859481,0.4157385717310923,0.2251131263373503,0.12197801805504328,0.06616714261700948,0.03492783761347388,0.01766226625666218,0.008543239823232993,0.00395901162700917,0.0017564499312436675,0.0006198661291652214,8.119252635607413,5.73238603173523,4.377017324404212,3.177926523718615,2.1406452044430435,1.400242574016765,0.8979886835017755,0.5730287053124798,0.3645146128042819,0.22631091999970604,0.1354276757965938,0.07792893876217355,0.04315203027413806,0.0231254313988716,0.01130522685533189
5.0,0.0,5.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.878792776082945,3.2973060743209466,2.149962464768037,1.3172241969122742,0.7311329781938182,0.3973486534187905,0.21425062754423674,0.11630441353732617,0.06337456321193541,0.03363173119944136,0.017097989846701384,0.008311648578391265,0.0038689022798005816,0.001722989600973516,0.0006095392907419431,8.118615752349992,5.718853247348004,4.3469779746985,3.133560024485927,2.0905321976746607,1.356234638409018,0.8663763346924175,0.5531031986273038,0.3527932093364696,0.21981473848415928,0.13203772981044357,0.07625566047793311,0.04236691644280667,0.02277213891181486,0.011163602790966995
6.0,0.0,6.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.877865929703486,3.2851357691728533,2.128582496582786,1.2915299036092542,0.7074224827174448,0.38019030042667923,0.20406216748272288,0.11095234219377556,0.060724680031980144,0.03239416697859,0.016555784853015156,0.008087775077572546,0.0037813217264018465,0.0016903110882042556,0.0005993798535032298,8.117913152617476,5.705367418790895,4.3180400516259505,3.0914762628818817,2.0431941414811545,1.3145564515586643,0.8362997581489983,0.5340624391911735,0.34154528140386803,0.21355316055049955,0.12875494702849377,0.07462785246477115,0.041599896973859234,0.022425678675259065,0.011024166058203453
7.0,0.0,7.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.876849285954577,3.2729329790263555,2.1079821980505806,1.2673060906013311,0.685269280426171,0.36415262344021215,0.19449640368785248,0.10589966336389353,0.05820854304789512,0.031211862380086157,0.016034568475500416,0.007871293728053771,0.0036961788330664475,0.0016583910518221583,0.0005893871969306355,8.117134275473251,5.69180340979751,4.289936398917916,3.05133303597552,1.9983408368209516,1.2750296397885272,0.8076642498084765,0.5158575419234896,0.33074676844950074,0.20751541801165518,0.1255749890445219,0.07304392441382447,0.04085043273363543,0.022085880225723,0.010886877584317018
8.0,0.0,8.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.875730347151694,3.2605931141289894,2.0879613040231426,1.244319857982541,0.6644934323435963,0.3491348133477669,0.18550637496543687,0.10112611214796507,0.05581791756239866,0.030081773229159437,0.015533327492606008,0.007661897152273923,0.0036133869447784292,0.0016272071016806926,0.0005795604013669247,8.116268499966331,5.678055868293199,4.262442691276154,3.012833474770648,1.9557097663725493,1.2374878368001323,0.7803810226008305,0.49844291084738257,0.32037520216079274,0.20169140054975557,0.12249375378375574,0.07150236144290915,0.04011800660384957,0.021752578932692297,0.010751698928186951
9.0,0.0,9.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,5.874496344295387,3.2480289497674555,2.068353959016081,1.2223727136209377,0.6449359308165328,0.33504536761786874,0.17704906164670076,0.09661309183836021,0.05354520916899562,0.029001070920388027,0.015051112343175285,0.00745929481574209,0.0035328635751257086,0.001596737744700584,0.0005698982927698331,8.115304907729161,5.664034381822298,4.23536904562187,2.9757198097414106,1.915064341463829,1.201776476315301,0.7543668409264236,0.4817759352088188,0.31040956202735276,0.19607160076731017,0.11950735788552815,0.07000171917072286,0.03940212223116062,0.021425615718842952,0.010618592285783063
