Fiducial,Line_number,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,PX,PZ,S0X_time_1.086e-05,S0X_time_3.256e-05,S0X_time_5.426e-05,S0X_time_8.680e-05,S0X_time_1.411e-04,S0X_time_2.279e-04,S0X_time_3.689e-04,S0X_time_5.860e-04,S0X_time_9.115e-04,S0X_time_1.411e-03,S0X_time_2.192e-03,S0X_time_3.418e-03,S0X_time_5.339e-03,S0X_time_8.301e-03,S0X_time_1.338e-02,S0Z_time_1.086e-05,S0Z_time_3.256e-05,S0Z_time_5.426e-05,S0Z_time_8.680e-05,S0Z_time_1.411e-04,S0Z_time_2.279e-04,S0Z_time_3.689e-04,S0Z_time_5.860e-04,S0Z_time_9.115e-04,S0Z_time_1.411e-03,S0Z_time_2.192e-03,S0Z_time_3.418e-03,S0Z_time_5.339e-03,S0Z_time_8.301e-03,S0Z_time_1.338e-02
0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.553990850435252,2.6613497354795976,2.1773888370377072,1.791550302688647,1.3838502520138682,0.9870278872226962,0.637145034169061,0.37759369136141585,0.21062751039821376,0.1101941860747712,0.054081420444576894,0.025144726565118892,0.011180328606404244,0.00479288859369953,0.0017599123578066222,6.927372253830597,4.90882834081875,4.271182124723783,3.7376019810355663,3.1380540752328994,2.49239800277741,1.8420020216524104,1.2758137658585795,0.8408619566684091,0.5251386577685552,0.31039408346099717,0.17469798807729717,0.09427560234172416,0.04926187454856435,0.02358360535347578
1.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.558515572323677,2.6805486321191654,2.2030502035209647,1.8299507337386522,1.4388340868435927,1.0493277094591915,0.6925798240341489,0.41743463499466116,0.23483791895733208,0.12288083628464702,0.05990386616019593,0.027545664258037915,0.01209369102067251,0.0051210032877786905,0.0018606262632318742,6.93089943774389,4.929913238335561,4.302334780751668,3.787741723854506,3.2177883109976624,2.595462416015282,1.9492659127714569,1.3677059570752124,0.9081450049680135,0.5681040818821803,0.3346665538490386,0.18708049185088693,0.10010559173972945,0.05185216615078483,0.024606098329504462
2.0,0.0,2.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.563342674947447,2.6999166585772563,2.2253609678439386,1.857843607477041,1.478725570137501,1.0985122837624604,0.7403178351414131,0.4543783425761713,0.2586330807380562,0.1358996375238995,0.06604911233092975,0.03011586241673685,0.013074921826492817,0.00547248559503839,0.0019683420247485566,6.934673892257992,4.9512148621776495,4.329805149546587,3.824414309324358,3.27497995576309,2.675147196059087,2.0391326718007514,1.4501755579700977,0.9719503157201825,0.6106139836388117,0.3594056831922719,0.19992584986688494,0.10620191247734229,0.054564864767449754,0.02567532359708021
3.0,0.0,3.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.568490730449439,2.7197860870337265,2.2469338582574268,1.8806775826551276,1.508567091315626,1.137141698063476,0.7808240583360728,0.4879845212803332,0.2815449972708911,0.14900801475981532,0.07243621058423566,0.03283722352034048,0.014121587306161565,0.005847369467159364,0.002083179644711527,6.938712180338131,4.9730479993013565,4.3564964655114755,3.8547712212418683,3.317624989026941,2.7368045854460945,2.113757643073939,1.5232136931754912,1.031545066413509,0.6520560568565269,0.38430635910347843,0.21312622331009684,0.11253554341075217,0.05739390717376088,0.02679044520386265
4.0,0.0,4.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.573978861775289,2.740213132817735,2.2686180613669604,1.9014051531848988,1.532151176021316,1.1676143330713216,0.8148664839920438,0.5181237392604852,0.3032504009528783,0.1619955919631693,0.07898275108295351,0.03568823731622952,0.015229994782098261,0.006245389768556501,0.0022052077618060586,6.9430315089214725,4.99546432071769,4.38331429771172,3.882541730399776,3.3514323379851922,2.7849685326250238,2.175411291217395,1.5872835701765684,1.0865541299546273,0.6919637961517683,0.4090926088639325,0.22657168271126815,0.11907386900855217,0.060331754538806764,0.027950229282779893
5.0,0.0,5.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.5798271175859755,2.761212657495518,2.290645548826977,1.9214541808276553,1.5521253848825756,1.1920406278797473,0.8433306602273881,0.5448690178107395,0.32354885767409747,0.1746903228992425,0.08560977429779901,0.038645297993691645,0.016395372859614482,0.006665987170716708,0.002334439031557308,6.947650041387549,5.018477528834655,4.410495041992198,3.9094720478476876,3.380234188573382,2.8233765414790146,2.2262718419703384,1.643097418019071,1.1368637841813705,0.7300050831681456,0.4335258604252971,0.24015499355680622,0.1257819663050161,0.06336960396108526,0.02915306458667814
6.0,0.0,6.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.586056541711757,2.7827948294121843,2.313070965524785,1.9414448178773014,1.5701969489035714,1.212181497654056,0.8671223789078597,0.5684178078959806,0.34233672969267465,0.18695871631770916,0.09224506958150662,0.04168391778891815,0.017612087697676033,0.007108324073826632,0.0024708284657447726,6.9525869275184595,5.042096829332147,4.438090635097728,3.9362985518831985,3.40642568851405,2.8550051324825523,2.2683448398334307,1.6914810711536756,1.1825411125325243,0.7659626832463196,0.457407834554372,0.2537751833255001,0.13262381521512753,0.06649762952980202,0.03039699308079825
7.0,0.0,7.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.592689192195167,2.8049690521338264,2.3359079220143597,1.9616208695777748,1.5873856120377485,1.229428010144738,0.8871119993761758,0.5890401071411886,0.35958301835078127,0.19870271297624992,0.09882505717021005,0.04477974887982983,0.018873872669954127,0.007571309782840322,0.0026142739567741736,6.957862342506749,5.066330552920783,4.4661122177431025,3.9633021811394658,3.431400556420123,2.882124082981419,2.303427915453633,1.733296873446671,1.223772577825466,0.7997128221116377,0.4805797939189952,0.2673399351524657,0.13956336380871118,0.06970523566984659,0.03167974793744065
8.0,0.0,8.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.599748165644791,2.827744383751469,2.359162815674855,1.9820703149355094,1.6042587478943862,1.2448205564686434,0.9040979276912355,0.6070449096988387,0.37530938941252934,0.20985503061610408,0.10529557234943507,0.047909380209732746,0.0201740529805385,0.008053632608400725,0.002764618393828402,6.9634974750541625,5.091186574324914,4.494564028083752,3.9905807565724176,3.455916633357817,2.9063841406866366,2.3330900113188786,1.769400700491997,1.2608199489504195,0.8312050880973479,0.5029196063915223,0.28076697406772505,0.14656541340047963,0.07298130794466547,0.03299879505965645
9.0,0.0,9.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.607257624744129,2.8511297053629714,2.3828411770985864,2.0028237187996005,1.6211121359296634,1.2590977154219334,0.9187824866764989,0.6227577538975692,0.38957474829710587,0.22037410811329938,0.11161187823657671,0.051050912194948526,0.021505752238136746,0.008553796381895339,0.002921652959879646,6.969514533117883,5.116672484703738,4.523449405978882,4.018166567658294,3.4803606543283006,2.9289305445975513,2.3586604174802415,1.8006163716596315,1.2939900226481702,0.8604450651735938,0.5243377028847748,0.29398465493958253,0.1535963143049478,0.07631444979700294,0.03435137710832559
