Line_number,Fiducial,Easting,Northing,Height,Elevation,In_Phase_380.0,In_Phase_1776.0,In_Phase_3345.0,In_Phase_8171.0,In_Phase_41020.0,In_Phase_129550.0,Quadrature_380.0,Quadrature_1776.0,Quadrature_3345.0,Quadrature_8171.0,Quadrature_41020.0,Quadrature_129550.0
0.0,0.0,0.0,0.0,30.0,0.0,284.4051528599707,418.2110298931086,168.61727479512348,519.6246087037504,539.363167429251,558.0746230049012,141.89327444925115,110.39667148262188,41.976481396163926,81.40065201533741,53.04902611008834,67.66347776784032
0.0,1.0,1.0,0.0,30.0,0.0,216.64683014340534,353.41132340125176,172.67454935812782,478.0749414017092,462.3572760957777,470.42544807725795,128.76752204294436,104.00290611024067,29.555348449523173,60.72079958212558,59.25969781455857,87.66243365531346
0.0,2.0,2.0,0.0,30.0,0.0,241.93544737867535,332.2106158222186,128.97586728337077,397.73914858698,441.5043067440055,520.1855974105009,122.04595899298195,86.94494941889002,30.278505654159957,64.42116059585862,51.58411773785291,120.76080196454687
0.0,3.0,3.0,0.0,30.0,0.0,206.41157495659974,298.5081092029123,115.24403036388907,366.80234796704843,400.6474625905909,491.40766209598127,102.43078798868602,83.19347648873065,21.702349288769923,44.63615711784795,70.86680563364864,155.9104632500852
0.0,4.0,4.0,0.0,30.0,0.0,200.78920227354362,299.60578753458253,129.20167152398318,341.0037590223666,396.619956369888,498.9235739451342,111.29864324494969,75.14898829358336,23.770191893690264,58.389639887822554,106.11961693866638,182.62040177551268
0.0,5.0,5.0,0.0,30.0,0.0,179.4217100559567,218.76247353352585,102.0408795338029,308.24746718539416,363.1912850278249,486.5389958377535,85.16368350127205,57.294627323693845,23.94644015713901,56.092680639015796,113.17092284673676,180.8906082720398
0.0,6.0,6.0,0.0,30.0,0.0,136.25196593441504,242.93907726201175,95.56987633605122,305.62707175231185,375.3890544523409,548.3756396116491,95.44653162465487,65.63466797688474,31.62874257280272,63.12991346605947,127.73845553838007,214.7437905680457
0.0,7.0,7.0,0.0,30.0,0.0,169.36657598933652,226.14794562767202,89.84559445292896,278.2035474469447,343.925212313789,516.2485662103102,82.74812991583376,57.89875950365856,16.38329899933056,64.85818053587339,167.29551400633673,231.69823729933225
0.0,8.0,8.0,0.0,30.0,0.0,145.84035468920735,205.42788819658062,80.18746668072016,249.83895316241794,318.59216374435294,593.2538278930217,65.71861333867824,54.648058299014416,15.752667651060948,66.051688162325,185.76595040970207,239.37917787373286
0.0,9.0,9.0,0.0,30.0,0.0,148.28268446055586,208.1760642928762,73.75795783577817,218.21044400464118,337.12637963698364,591.4436875659192,62.47256821013708,55.05285181893117,24.59301922490239,68.44738885959403,218.8457087260172,219.28064832439705
0.0,10.0,10.0,0.0,30.0,0.0,136.4504857621977,172.4218654626338,71.81353582551436,228.0275757010182,339.5216407509224,572.9927649159689,47.03987476046939,56.87642099844647,15.315189351196981,72.34818770552302,212.06813591131873,231.5108290117295
0.0,11.0,11.0,0.0,30.0,0.0,114.26850293124411,182.59039021227323,67.8021444641383,211.11805503642657,374.2068765482564,593.8983229537752,57.04995517598188,50.799565975056694,20.355180862679735,87.13522139432268,225.0304637939773,242.02779839510242
0.0,12.0,12.0,0.0,30.0,0.0,119.28750153749073,157.4274571870093,67.06930413775055,201.08651345120163,348.55270480389663,635.1822294297126,46.7073497998844,43.674028051842235,17.858157591175306,95.06848517786965,217.88450772053432,237.96005530375956
0.0,13.0,13.0,0.0,30.0,0.0,116.92014550000788,137.39285717437306,57.21148370579712,197.39231549870001,374.82073884187446,623.3899833269851,56.52787887109376,48.789770071473875,27.617550124703435,102.23564437697857,250.42968093365576,232.33065076950137
0.0,14.0,14.0,0.0,30.0,0.0,96.09676205102397,132.95461108794058,48.96485066140805,184.69101430070484,396.51954998539435,551.7856369971662,49.92754148722801,48.50694432911847,25.17386847722501,118.86941529920821,259.1952383048136,253.0938572443019
0.0,15.0,15.0,0.0,30.0,0.0,97.42467503024042,136.24305983597745,47.33034162002299,170.48367393427674,406.3882291324236,559.7673001601545,48.0509966410884,55.35309677463081,32.19693825009256,112.67613981343806,270.7808786918314,250.8597224326927
0.0,16.0,16.0,0.0,30.0,0.0,92.7293246347203,132.2568121948352,46.09539965795047,177.5063213635233,397.9338275453778,605.4399821758079,37.96947092342689,56.82276204678817,22.14283145913931,106.23826346307175,269.2026127238617,259.11352313658233
0.0,17.0,17.0,0.0,30.0,0.0,91.04752534201404,125.3770153038112,42.13387122522204,166.23615908507762,389.2276939114915,694.8029746821649,41.394542495989576,41.726306039721344,21.720105947937643,125.4499832371591,282.53729429653,248.41373109349823
0.0,18.0,18.0,0.0,30.0,0.0,87.68108407224004,101.26017190541151,58.91010004286797,153.40311236842717,372.26351144998165,677.5504648947867,36.85227793801804,49.71460810999868,31.668305607797613,142.67146684042137,279.1833843910921,235.47131695935755
0.0,19.0,19.0,0.0,30.0,0.0,68.48902856865261,113.35660209988893,45.58674015659183,150.87311264216873,444.12183692892484,705.0232589668028,42.87554685173341,54.149570646188785,30.09234692581635,142.42951832946085,244.7518964901936,253.32029744159647
0.0,20.0,20.0,0.0,30.0,0.0,76.38416421435548,107.24932172267332,40.12831675302579,167.070803377321,390.78162681296016,656.7505085671964,29.8000628439364,58.15125589411828,38.01680809799727,146.21709516058334,269.7586023897611,250.04490735382151
0.0,21.0,21.0,0.0,30.0,0.0,68.12660573039976,99.96760184123686,59.47251901275267,177.08732696221006,428.71276390572234,671.6522346459476,31.442887266714003,60.2257591665813,36.02484431472172,159.5889381673875,274.34968213554043,276.6385774256712
0.0,22.0,22.0,0.0,30.0,0.0,62.994503711533284,88.31689409795791,35.5254672692316,167.68126787369488,400.7495962171597,738.9961484969804,34.36745167241282,59.30823323681498,33.40361696439354,160.9879394792721,267.57429901450894,256.8860212742409
0.0,23.0,23.0,0.0,30.0,0.0,68.08237141403116,89.92307714406218,30.666615940443293,143.49373113797475,410.6175200372637,778.6515684012959,37.73212545267384,56.43671741631973,35.33376159323176,172.0909693705022,259.90448935883336,278.22078279925034
0.0,24.0,24.0,0.0,30.0,0.0,49.69589994276455,77.29618612583238,34.17628650086607,155.70423168200497,448.6453911630157,698.9404759004716,35.48211792470904,61.90306130254052,30.581142564243482,175.24562929893438,280.09619152447897,272.91805947017207
0.0,25.0,25.0,0.0,30.0,0.0,61.21837519428547,68.67071056026866,35.2009124642252,156.2460234836153,444.6302390250141,660.7085213273637,30.029376118617257,63.06612390393588,36.3626700951986,178.07575969336708,304.8852189998128,261.17172005560514
0.0,26.0,26.0,0.0,30.0,0.0,56.453795460211765,85.64353259226402,32.562975248985154,158.21849178868004,480.4502657103717,782.9105485492761,29.33834242493587,71.27053948508996,33.301881835524696,166.64953518343032,297.9744303423499,301.90278264679097
0.0,27.0,27.0,0.0,30.0,0.0,63.325119851942,74.19388856658533,37.03641748057374,156.64591949037177,493.70714260789964,731.5587221038595,36.85584206328451,60.38129277128136,30.247856869932903,197.84886048230837,305.28410810531125,302.22740162621847
0.0,28.0,28.0,0.0,30.0,0.0,54.493267956239336,69.54059340227384,24.52597636361213,176.42624170133058,484.19717430629225,779.437819335758,24.211034265795575,64.72047686350864,31.42465699117098,195.62497996449702,309.05804485441246,310.6155404446644
0.0,29.0,29.0,0.0,30.0,0.0,61.55649343783907,73.15104865586606,31.387146595496763,145.44132601666422,471.82769586566013,727.232462143483,25.87675924258364,72.60033181731063,46.56378504238186,181.42545276175943,309.63405773190374,316.58613277376077
0.0,30.0,30.0,0.0,30.0,0.0,48.77329592726994,74.56605990761756,31.287380703777128,166.38041434892455,541.4829235994865,781.8125704759467,29.194411577055018,72.58724864754663,41.02295984402026,219.36011115118927,318.3134685536926,264.927266809324
0.0,31.0,31.0,0.0,30.0,0.0,43.0550169936527,63.534528309118684,30.997267484350683,154.78112157624344,528.8595586897585,743.0736001396127,32.92973341935096,67.47583653770423,43.00422448070115,212.6739642531232,341.1843794878915,311.3206178008909
0.0,32.0,32.0,0.0,30.0,0.0,43.15541663695963,67.65242181579481,24.143681770402527,159.20749749314768,505.0821549628906,803.122248925824,24.007758868257902,64.62219914453048,47.142662403509966,204.1163940370057,320.12239313599264,328.5112688138318
0.0,33.0,33.0,0.0,30.0,0.0,34.343078669903846,54.28757837525355,29.45946791675701,167.78983437756418,508.2721784039164,737.7572369925182,35.87444109684669,56.260462594523105,47.62312539137962,222.80459189262595,341.4206774808791,330.2696894221265
0.0,34.0,34.0,0.0,30.0,0.0,41.349840118978726,57.10370403806036,35.332102542274455,171.64612862273174,526.3657235104561,874.8723824572061,28.309035171658728,83.61065656641097,45.2706943780073,213.84737773510255,383.06321093094414,343.7372511630807
0.0,35.0,35.0,0.0,30.0,0.0,28.928576352576627,57.445731961136374,29.288816960096877,183.99724919356143,560.5302172670625,876.9313612541366,29.284141028915815,78.24734658200133,49.01926686505273,221.22365550791903,372.66640807422215,372.40571772607467
0.0,36.0,36.0,0.0,30.0,0.0,40.79409420584188,60.098971892729246,30.289728651675297,165.23558848765347,572.6960151668127,899.4313059686433,26.026408920197607,87.87046003301325,38.57286895078916,232.59884408453482,378.4173922844803,374.6101318087445
0.0,37.0,37.0,0.0,30.0,0.0,43.041620073016034,61.76771360994245,29.51416954432394,200.4687667797478,537.2829370084374,866.4840080279881,22.256213030992786,91.45538260462261,50.14159069336781,238.8436405323477,376.4490486214861,388.5679617106335
0.0,38.0,38.0,0.0,30.0,0.0,17.218353550804476,56.31460519108645,30.95157004364953,190.06542378660362,573.1582584242935,896.2626407218771,24.7638561510113,85.11721695922077,58.39258563604264,218.51584020220668,415.435698056378,377.68269223795136
0.0,39.0,39.0,0.0,30.0,0.0,35.04707148680287,44.75237203740666,26.662929543349698,166.3631194742731,545.6830633515239,879.5800040640478,25.600940921538545,94.86888189212617,57.02259742417439,227.07339100022193,370.63602197364855,362.3207687580326
0.0,40.0,40.0,0.0,30.0,0.0,28.008708169674364,47.0986656524953,38.67370645389189,180.60832748103664,546.8670328041272,922.606369770922,28.682415468049243,102.96465777398842,55.43456862584878,256.1078793647727,370.77212530192287,380.447445572351
0.0,41.0,41.0,0.0,30.0,0.0,35.73284553698892,58.21695272833595,32.041576925917184,194.25395376206978,644.472212077809,932.8455289351162,25.82268532306299,88.29536971255244,67.3658840681585,229.9748352681182,356.87400547072366,382.3334440698868
0.0,42.0,42.0,0.0,30.0,0.0,34.14170109967827,49.4747160054987,23.113211193278786,174.46789513128817,586.96513474251,986.4674608973678,24.146599151119247,90.26924851164863,43.85591325501662,268.1629212180038,371.13606396283757,435.3963983777031
0.0,43.0,43.0,0.0,30.0,0.0,24.634069603512977,62.50228088865674,33.18826078091577,170.83220465835478,644.3509576870185,936.2465442764624,27.013260835939775,87.52403568265974,62.367742379544744,271.6072791727751,417.8912217417835,399.36013678566655
0.0,44.0,44.0,0.0,30.0,0.0,37.3256921832121,64.24105713322938,36.01001188207,213.45511961465735,579.0221359955535,1027.6005515855131,26.006698536422796,93.25830218411602,58.057069042629905,258.7302286026207,410.4030015356853,449.9564705040434
0.0,45.0,45.0,0.0,30.0,0.0,29.472664228439726,57.84718382433001,40.23890882031523,196.9984599575134,682.2886968553174,963.6428115397664,27.70152763676187,93.19440377423453,60.57432238540817,256.2961470742093,395.8141157164245,443.98396695914835
