Fiducial,Line_number,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,PX,PZ,S0X_time_1.086e-05,S0X_time_3.256e-05,S0X_time_5.426e-05,S0X_time_8.680e-05,S0X_time_1.411e-04,S0X_time_2.279e-04,S0X_time_3.689e-04,S0X_time_5.860e-04,S0X_time_9.115e-04,S0X_time_1.411e-03,S0X_time_2.192e-03,S0X_time_3.418e-03,S0X_time_5.339e-03,S0X_time_8.301e-03,S0X_time_1.338e-02,S0Z_time_1.086e-05,S0Z_time_3.256e-05,S0Z_time_5.426e-05,S0Z_time_8.680e-05,S0Z_time_1.411e-04,S0Z_time_2.279e-04,S0Z_time_3.689e-04,S0Z_time_5.860e-04,S0Z_time_9.115e-04,S0Z_time_1.411e-03,S0Z_time_2.192e-03,S0Z_time_3.418e-03,S0Z_time_5.339e-03,S0Z_time_8.301e-03,S0Z_time_1.338e-02
0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.4399341030259265,2.548885196823217,2.083958020944287,1.7794998770043526,1.5483792354921273,1.3763808475804482,1.2233364598062773,1.0751769714279882,0.929028120504773,0.7802800964585048,0.6300496906060316,0.4847597004369625,0.35272853798359594,0.2422068136226562,0.1506044044364858,6.48959965870285,4.472854051406143,3.8558267016074574,3.4234720597423824,3.077250993815754,2.8115917690329164,2.572871869978045,2.337638863064727,2.0985431302162025,1.8453710086120456,1.5765858326581217,1.300008729916481,1.0289179684675607,0.780644100917272,0.5508286577646521
1.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.450751126719759,2.573140600823413,2.101093272674565,1.7667474937726735,1.493419901110421,1.294118273727589,1.1347006936504476,0.9921277361590201,0.8560454474881405,0.7193435100128124,0.5819816866543246,0.4492330007567622,0.32832759480867557,0.22667228421684207,0.14188203253936943,6.512611690828443,4.512247711620346,3.8905817321374094,3.422866674848811,3.016426686708367,2.7026117958055824,2.444462983354287,2.2098067982875422,1.9799842387337407,1.7404576034711352,1.48805745788407,1.2291609118572988,0.9754811225210896,0.742734336817112,0.5264964948505207
2.0,0.0,2.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.461463676266545,2.5982118962102687,2.1250546636905754,1.7740120844329896,1.4665721604780448,1.2352244668417245,1.0615427316703967,0.9199802634146435,0.7914826461670676,0.6649217030562635,0.5387326977456223,0.417037015648895,0.3060456105216856,0.21237119774522495,0.13377756808427738,6.534864578534461,4.551842385910439,3.9321047233265154,3.4463151353189887,2.9938909180358038,2.627973477929226,2.338747035810532,2.0972380573166967,1.8731084213411406,1.6448610664618322,1.4068189603927288,1.1637537792003432,0.9258516145066953,0.70730335619507,0.5035900915160676
3.0,0.0,3.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.472119921054501,2.6235574821315732,2.1510968311009764,1.7911986088548058,1.4594018769837835,1.1970250045092523,1.0033495926132328,0.8579177882279461,0.7344072581531063,0.6162471040317795,0.49975028661360466,0.38781200175020336,0.2856709372810239,0.19919152811119983,0.1262413099918533,6.5564403034497705,4.591166693931404,3.975254753069535,3.4811259180718093,2.997518304339439,2.583815181713574,2.2560312349024323,1.9997095366199487,1.777089730534135,1.5577402150257433,1.3321938350497955,1.103300149795707,0.8797095183967832,0.674159695118186,0.4820110171414124
4.0,0.0,4.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.482767180486308,2.6491308430049916,2.1777129682830565,1.8127909998160658,1.4646932537825605,1.1756037736165923,0.9591736043301481,0.8053804525438658,0.6840990340080072,0.5726760195519703,0.46455796763402335,0.3612427180958325,0.26701558268229864,0.1870324129374392,0.11922785064349786,6.577417478146243,4.630213736081499,4.018475973331621,3.5205917580267965,3.0172513051690637,2.5641399538728677,2.195371546225009,1.9172081524751123,1.6913826130205112,1.4783993972012281,1.2635916188486414,1.0473662889652422,0.8367664412369082,0.6431287655943809,0.4616684117456172
5.0,0.0,5.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.49345152320826,2.6749574134579346,2.2045210945652554,1.836158155777633,1.4772783598604526,1.1668328636209293,0.9275095149843016,0.7618597310350583,0.6400123116839174,0.533673672286813,0.4327448050323538,0.33705255356036845,0.2499124270473557,0.17580301954393746,0.11269571256168485,6.597871156182955,4.669039410694264,4.06140833521147,3.561608671182996,3.0460748111680296,2.5626542172318976,2.1545549552967835,1.8495362068241161,1.6156582937403756,1.4062819582537502,1.200499453483286,0.9955659024563258,0.7967622078678677,0.6140512999569111,0.442478394382625
6.0,0.0,6.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.504217900232615,2.7010687101541637,2.23145951736446,1.860186015315348,1.4938510022146352,1.1670586404531011,0.9064848721741215,0.726751111180847,0.601719223511033,0.49880108130340406,0.403956898986205,0.3149985476642754,0.23421275721547063,0.16542151109163536,0.10660700817867566,6.617873139529906,4.707702858922165,4.104018156766088,3.6029060664070203,3.079603190581866,2.573866585675846,2.130592733319953,1.7960733805100826,1.5496879307288354,1.3409593879645423,1.1424756945271222,0.9475551389718162,0.7594619144302232,0.5867819306426185,0.42436351150893686
7.0,0.0,7.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.515110355866224,2.7274954030483833,2.258539198647119,1.88445981235674,1.5124710575837528,1.173376543689435,0.8941268002681969,0.6993063183920728,0.5688478435377138,0.46770011611025963,0.3778904189617382,0.2948671639216338,0.21978409801825866,0.15581411077120433,0.10092712445196719,6.637492327242867,4.746260425319506,4.146341271178724,3.6440352214947414,3.115317777986175,2.593478741256167,2.120272287577673,1.7557517623539025,1.4932188031559313,1.2821078999642606,1.0891448925596259,0.9030284069127582,0.72465334098218,0.5611878968546864,0.40725222626499574
8.0,0.0,8.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.526172214690757,2.754266685001028,2.2857827006860334,1.908851406627426,1.532083804010072,1.1836442388887394,0.8885718691753132,0.6786606920110984,0.54103364594977,0.44007552527652155,0.35428563472990954,0.27647069091943255,0.20650831950539278,0.1469142582754846,0.095624432600162,6.656795018797746,4.784765041842083,4.188422577043088,3.6848751526979497,3.1518800118871972,2.6183674888470145,2.12055475699135,1.727170064691718,1.445888244679837,1.2294729318465007,1.0401925363723377,0.8617148796497958,0.6921447001929014,0.5371478679753938,0.3910784485078566
9.0,0.0,9.0,0.0,120.0,0.0,0.0,0.0,0.0,-107.0,0.0,-45.0,0.0,0.0,0.0,34.27253218749016,17.55503396713325,4.537446246886002,2.781410092169382,2.3132129053886294,1.9333369281515733,1.5521578194831849,1.1963718293138084,0.8881876872790783,0.6638932020589586,0.5178928751153115,0.41567586363612874,0.3329212586399473,0.25964418113568555,0.194279989068607,0.13866185238683051,0.09067002231202133,6.675845183881579,4.82326610102339,4.230305575373236,3.7254202246020847,3.1886343354840627,2.6463918649462506,2.1287913543869164,1.7087533553621965,1.4071904557495998,1.182829864775616,0.9953578354552831,0.8233755781105193,0.6617626778610738,0.5145508791776366,0.3757811032553606
