Line_number,Fiducial,Easting,Northing,Height,Elevation,In_Phase_380.0,In_Phase_1776.0,In_Phase_3345.0,In_Phase_8171.0,In_Phase_41020.0,In_Phase_129550.0,Quadrature_380.0,Quadrature_1776.0,Quadrature_3345.0,Quadrature_8171.0,Quadrature_41020.0,Quadrature_129550.0
0.0,0.0,0.0,0.0,30.0,0.0,1000.2645158758805,2215.165108583811,962.3844085304556,3225.4778285138764,3839.0500071831416,4083.7845340201925,1034.1578778813632,1072.538669231347,349.3244787542166,801.5919175356842,443.5572327271129,261.48888571776075
0.0,1.0,1.0,0.0,30.0,0.0,996.7931362437122,2216.596580445582,962.3527987479838,3225.4895048603944,3839.050006767764,4083.7845340201925,1036.8482238771887,1072.462207336152,349.1697951391092,801.6151334356908,443.5572331799665,261.4888857177607
0.0,2.0,2.0,0.0,30.0,0.0,993.2262694072706,2218.0817825048425,962.3314341547153,3225.499331604528,3839.0500061096336,4083.7845340201925,1039.4970021701693,1072.460007740162,349.00427478503383,801.6420362352203,443.55723360424867,261.4888857177605
0.0,3.0,3.0,0.0,30.0,0.0,989.551160357275,2219.624434370133,962.3218274780698,3225.5066931705483,3839.0500051494105,4083.7845340201925,1042.105106142409,1072.5393918541351,348.82735062322786,801.6729020742818,443.5572339182081,261.4888857177607
0.0,4.0,4.0,0.0,30.0,0.0,985.7563035437807,2221.2272690595823,962.3256320771359,3225.510867038892,3839.050003860122,4083.7845340201925,1044.6728005896998,1072.7080119779785,348.63863056884196,801.7079416773865,443.55723400339855,261.48888571776087
0.0,5.0,5.0,0.0,30.0,0.0,981.831188569675,2222.892117288225,962.3446497033747,3225.511017898636,3839.050002225584,4083.7845340201925,1047.1997447076658,1072.973912114292,348.4378996757453,801.7472862105498,443.55723370013385,261.4888857177615
0.0,6.0,6.0,0.0,30.0,0.0,977.7660973901073,2224.6199648319175,962.380833863325,3225.5061942867965,3839.0500002835597,4083.7845340201925,1049.6850156152316,1073.345565412148,348.2251273719206,801.7909689577972,443.55723280630747,261.48888571776274
0.0,7.0,7.0,0.0,30.0,0.0,973.5519419187618,2226.4109875800755,962.4362900352928,3225.4953276281217,3839.0499981419375,4083.7845340201925,1052.127130535187,1073.8318958455707,348.00047910034334,801.8389031512712,443.55723108202227,261.48888571776445
0.0,8.0,8.0,0.0,30.0,0.0,969.1801335236704,2228.264567999343,962.5132732697123,3225.4772340907634,3839.0499960164993,4083.7845340201925,1054.524066547071,1074.442289063412,347.76433171667657,801.8908562160059,443.55722826311325,261.4888857177666
0.0,9.0,9.0,0.0,30.0,0.0,964.6424779063938,2230.179296584686,962.6141834299967,3225.450619770292,3839.0499942578876,4083.7845340201925,1056.8732773372717,1075.1865955928797,347.51729207832796,801.9464206485646,443.5572240871999,261.4888857177682
0.0,10.0,10.0,0.0,30.0,0.0,959.931090184617,2232.152960876417,962.7415580819031,3225.414089957259,3839.0499933731876,4083.7845340201925,1059.171706692686,1076.075128429198,347.26021834550323,802.0049817524223,443.55721833629116,261.4888857177679
0.0,11.0,11.0,0.0,30.0,0.0,955.0383261885729,2234.182524222488,962.8980629110283,3225.3661633514225,3839.049994074473,4083.7845340201925,1061.4157986821288,1077.1186562912333,346.9942435847414,802.0656825001444,443.5572108999215,261.4888857177631
