line,id,E, N,elevation,alt,txrx_dx, txrx_dy, txrx_dz, TxRoll,TxPitch,TxYaw,RxRoll,RxPitch,RxYaw,Off[0],Off[1],Off[2],Off[3],Off[4],Off[5],Off[6],Off[7],Off[8],Off[9],Off[10],Off[11],Off[12],Off[13],Off[14],Off[15],Off[16],Off[17],Off[18],Off[19],Off[20],Off[21],Off[22],Off[23],Off[24],Off[25],Off[26],Off[27],Off[28],Off[29],Off[30],Off[31],Off[32],Off[33]
100101,     230.0,  433180.4,4195094.0, 2310.3, 34.9, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.8876e-11, 2.4386e-11, 1.5625e-11, 1.0146e-11, 6.5012e-12, 4.2017e-12, 2.7456e-12, 1.7918e-12, 1.1340e-12, 7.3428e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     231.0,  433210.6,4195104.0, 2310.8, 35.2, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7616e-11, 2.3760e-11, 1.5264e-11, 9.9440e-12, 6.4293e-12, 4.2506e-12, 2.8109e-12, 1.8836e-12, 1.2450e-12, 8.4967e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     232.0,  433242.0,4195113.5, 2311.0, 34.5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7336e-11, 2.3666e-11, 1.5250e-11, 9.9974e-12, 6.4884e-12, 4.2806e-12, 2.8261e-12, 1.8905e-12, 1.2568e-12, 7.9717e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     233.0,  433273.7,4195124.0, 2311.2, 33.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.8276e-11, 2.4017e-11, 1.5486e-11, 1.0118e-11, 6.5571e-12, 4.2879e-12, 2.7839e-12, 1.8411e-12, 1.1990e-12, 7.8962e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     234.0,  433305.3,4195135.5, 2311.4, 31.7, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.9299e-11, 2.4451e-11, 1.5739e-11, 1.0202e-11, 6.6109e-12, 4.2962e-12, 2.7669e-12, 1.8351e-12, 1.1916e-12, 7.8847e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     235.0,  433335.8,4195147.5, 2311.7, 31.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.0105e-11, 2.4954e-11, 1.6045e-11, 1.0354e-11, 6.6580e-12, 4.3193e-12, 2.7412e-12, 1.8194e-12, 1.1808e-12, 8.0963e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     236.0,  433365.2,4195160.5, 2311.6, 31.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.0499e-11, 2.5298e-11, 1.6183e-11, 1.0347e-11, 6.6300e-12, 4.2764e-12, 2.7139e-12, 1.8082e-12, 1.1990e-12, 7.9135e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     237.0,  433394.7,4195173.0, 2311.1, 32.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.0092e-11, 2.5147e-11, 1.6092e-11, 1.0330e-11, 6.6138e-12, 4.2526e-12, 2.6990e-12, 1.7312e-12, 1.1173e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     238.0,  433425.6,4195185.5, 2311.1, 33.4, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.9737e-11, 2.4967e-11, 1.5702e-11, 1.0126e-11, 6.5355e-12, 4.2027e-12, 2.7025e-12, 1.7391e-12, 1.0980e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     239.0,  433453.2,4195196.5, 2311.1, 35.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7381e-11, 2.3075e-11, 1.4838e-11, 9.7673e-12, 6.3464e-12, 4.0682e-12, 2.6399e-12, 1.7845e-12, 1.1865e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     240.0,  433481.1,4195206.0, 2311.4, 35.2, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.5609e-11, 2.2608e-11, 1.4582e-11, 9.5792e-12, 6.2572e-12, 4.0624e-12, 2.5628e-12, 1.6809e-12, 1.1229e-12, 7.6629e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     241.0,  433512.0,4195216.5, 2311.8, 34.2, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.5980e-11, 2.2702e-11, 1.4509e-11, 9.2571e-12, 6.0156e-12, 3.8719e-12, 2.5537e-12, 1.6866e-12, 1.1551e-12, 7.9600e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     242.0,  433544.8,4195228.0, 2312.0, 33.5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.6753e-11, 2.2974e-11, 1.4631e-11, 9.3488e-12, 6.0851e-12,        NaN, 2.5415e-12, 1.6595e-12, 1.0805e-12, 7.2870e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     243.0,  433578.9,4195240.0, 2312.0, 32.9, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7456e-11, 2.3278e-11, 1.4757e-11, 9.4474e-12, 6.1248e-12, 3.8640e-12, 2.4955e-12, 1.6161e-12, 1.0508e-12, 6.9269e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     244.0,  433611.6,4195253.0, 2312.0, 32.6, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7536e-11, 2.3198e-11, 1.4585e-11, 9.3417e-12, 5.9647e-12, 3.8387e-12, 2.4709e-12, 1.6013e-12, 1.0401e-12, 6.8149e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     245.0,  433640.6,4195265.0, 2312.0, 33.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7194e-11, 2.2996e-11, 1.4516e-11, 9.2993e-12, 5.9097e-12, 3.7787e-12, 2.4395e-12, 1.5700e-12, 1.0098e-12, 6.8217e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     246.0,  433670.4,4195277.5, 2312.1, 33.9, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.5821e-11, 2.2511e-11, 1.4233e-11, 9.0799e-12, 5.7460e-12, 3.6755e-12, 2.4837e-12, 1.6259e-12, 1.0799e-12, 7.6465e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     247.0,  433700.7,4195289.0, 2312.3, 34.7, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4836e-11, 2.1908e-11, 1.3893e-11, 8.8821e-12, 5.6955e-12, 3.6659e-12, 2.4515e-12, 1.6039e-12, 1.0642e-12, 7.4723e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     248.0,  433731.6,4195299.5, 2312.7, 35.4, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4188e-11, 2.1453e-11, 1.3699e-11, 8.7722e-12, 5.7103e-12, 3.7278e-12, 2.5086e-12, 1.6322e-12, 1.1128e-12, 7.9020e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     249.0,  433763.4,4195309.0, 2313.0, 35.5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.3895e-11, 2.1020e-11, 1.3594e-11, 8.8220e-12, 5.8127e-12, 3.7915e-12, 2.5923e-12, 1.7067e-12, 1.1311e-12, 7.8646e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     250.0,  433795.8,4195318.5, 2313.2, 34.8, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4139e-11, 2.1181e-11, 1.3565e-11, 8.8140e-12, 5.7611e-12, 3.7966e-12, 2.5193e-12, 1.6971e-12, 1.0835e-12, 7.3224e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     251.0,  433827.8,4195327.5, 2313.2, 34.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4336e-11, 2.1282e-11, 1.3646e-11, 8.7882e-12, 5.6784e-12, 3.7344e-12, 2.4299e-12, 1.5764e-12, 1.0021e-12, 6.5341e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     252.0,  433858.8,4195337.5, 2313.1, 34.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4188e-11, 2.1188e-11, 1.3320e-11, 8.6772e-12, 5.5634e-12, 3.6002e-12, 2.2887e-12, 1.4321e-12, 9.5821e-13, 6.0732e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
