line,id,E,N,elevation,alt, txrx_dx, txrx_dy, txrx_dz, TxRoll,TxPitch,TxYaw,RxRoll,RxPitch,RxYaw,Off[0],Off[1],Off[2],Off[3],Off[4],Off[5],Off[6],Off[7],Off[8],Off[9],Off[10],Off[11],Off[12],Off[13],Off[14],Off[15],Off[16],Off[17],Off[18],Off[19],Off[20],Off[21],Off[22],Off[23],Off[24],Off[25]
100101,     225.0,  433036.8,4195035.5, 2309.9, 27.8, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.7695e-09, 4.9270e-09, 3.3915e-09, 2.0781e-09, 1.3098e-09, 8.2208e-10, 5.1800e-10, 3.3594e-10, 2.1466e-10, 1.2958e-10, 8.7719e-11, 5.6322e-11, 3.7042e-11, 2.3958e-11, 1.5914e-11, 9.2067e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     226.0,  433066.2,4195046.5, 2309.6, 28.3, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.4691e-09, 4.7355e-09, 3.2829e-09, 2.0099e-09, 1.2688e-09, 7.6676e-10, 4.9581e-10, 3.2312e-10, 2.0714e-10, 1.2731e-10, 8.2084e-11, 5.3592e-11, 3.5927e-11, 2.4078e-11, 1.5063e-11, 8.9379e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     227.0,  433094.7,4195059.0, 2309.1, 29.7, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.1057e-09, 4.4310e-09, 3.0995e-09, 1.9164e-09, 1.2111e-09, 7.0245e-10, 4.7152e-10, 3.1140e-10, 1.9296e-10, 1.2579e-10, 7.6060e-11, 4.9860e-11, 3.4090e-11, 2.2443e-11, 1.4216e-11, 8.8124e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     228.0,  433122.9,4195071.0, 2309.2, 32.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 5.5032e-09, 4.0228e-09, 2.7960e-09, 1.7988e-09, 1.0664e-09, 6.5382e-10, 4.3684e-10, 2.9179e-10, 1.8450e-10, 1.1999e-10, 7.2228e-11, 4.6043e-11, 3.2137e-11, 2.2070e-11, 1.4155e-11, 8.4514e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     229.0,  433151.6,4195083.0, 2309.6, 33.9, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 5.0195e-09, 3.6567e-09, 2.5329e-09, 1.6295e-09, 9.8189e-10, 5.9497e-10, 3.8841e-10, 2.7439e-10, 1.7212e-10, 1.1290e-10, 6.5464e-11, 4.2497e-11, 2.9730e-11, 2.0767e-11, 1.2909e-11, 7.5152e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     230.0,  433180.4,4195094.0, 2310.3, 34.9, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.4693e-09, 3.3575e-09, 2.3297e-09, 1.4598e-09, 9.2602e-10, 5.6196e-10, 3.7459e-10, 2.5236e-10, 1.6206e-10, 1.0847e-10, 6.5127e-11, 4.0114e-11, 2.9460e-11, 2.1704e-11, 1.2747e-11, 7.9435e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     231.0,  433210.6,4195104.0, 2310.8, 35.2, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.2340e-09, 3.1705e-09, 2.2462e-09, 1.4126e-09, 9.1144e-10, 5.5935e-10, 3.6918e-10, 2.3995e-10, 1.5321e-10, 1.0255e-10, 6.5262e-11, 4.0202e-11, 2.6675e-11, 1.8272e-11, 1.2942e-11, 8.3828e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     232.0,  433242.0,4195113.5, 2311.0, 34.5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.1448e-09, 3.1180e-09, 2.2701e-09, 1.4426e-09, 9.1491e-10, 5.6535e-10, 3.7322e-10, 2.4166e-10, 1.5478e-10, 1.0007e-10, 6.6424e-11, 4.1049e-11, 2.7922e-11, 1.7561e-11, 1.2261e-11, 9.0495e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     233.0,  433273.7,4195124.0, 2311.2, 33.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.4764e-09, 3.2873e-09, 2.3948e-09, 1.5281e-09, 9.5763e-10, 5.8965e-10, 3.8581e-10, 2.4711e-10, 1.4964e-10, 1.0314e-10, 6.8415e-11, 4.2020e-11, 2.9576e-11, 1.7680e-11, 1.2359e-11, 8.8902e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     234.0,  433305.3,4195135.5, 2311.4, 31.7, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.8792e-09, 3.7494e-09, 2.5133e-09, 1.5978e-09, 9.9774e-10, 6.2637e-10, 3.9760e-10, 2.6146e-10, 1.5787e-10, 1.0363e-10, 7.2548e-11, 4.2210e-11, 3.1019e-11, 1.6785e-11, 1.1478e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     235.0,  433335.8,4195147.5, 2311.7, 31.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 5.1908e-09, 3.8508e-09, 2.6191e-09, 1.6731e-09, 1.0300e-09, 6.5141e-10, 4.0873e-10, 2.6431e-10, 1.6336e-10, 1.0544e-10, 7.4689e-11, 4.4185e-11, 3.2315e-11, 1.6984e-11, 1.2054e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     236.0,  433365.2,4195160.5, 2311.6, 31.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 5.1366e-09, 3.8508e-09, 2.6815e-09, 1.7006e-09, 1.0494e-09, 6.6013e-10, 4.0033e-10, 2.7088e-10, 1.6093e-10, 1.0158e-10, 7.4019e-11, 4.4340e-11, 3.1061e-11, 1.5683e-11, 1.1427e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     237.0,  433394.7,4195173.0, 2311.1, 32.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.8710e-09, 3.6929e-09, 2.5637e-09, 1.6442e-09, 1.0175e-09, 6.4148e-10, 3.9222e-10, 2.6146e-10, 1.6379e-10, 1.0265e-10, 7.5198e-11, 4.4185e-11, 3.1271e-11, 1.6851e-11, 1.0985e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     238.0,  433425.6,4195185.5, 2311.1, 33.4, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.7116e-09, 3.5839e-09, 2.4776e-09, 1.5565e-09, 1.0045e-09, 6.2413e-10, 3.7187e-10, 2.5073e-10, 1.5217e-10, 1.0101e-10, 6.9899e-11, 4.2787e-11, 2.9769e-11, 1.7443e-11, 1.2131e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     239.0,  433453.2,4195196.5, 2311.1, 35.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.2125e-09, 3.1789e-09, 2.2325e-09, 1.3813e-09, 9.4039e-10, 5.8004e-10, 3.5977e-10, 2.4204e-10, 1.4989e-10, 9.9975e-11, 6.3355e-11, 4.1369e-11, 2.7748e-11, 1.8322e-11, 1.2086e-11, 9.7922e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     240.0,  433481.1,4195206.0, 2311.4, 35.2, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 3.8745e-09, 3.0064e-09, 2.1145e-09, 1.3045e-09, 8.3095e-10, 5.5236e-10, 3.6705e-10, 2.3259e-10, 1.5217e-10, 9.7775e-11, 6.1724e-11, 4.1553e-11, 2.6258e-11, 1.6917e-11, 1.1129e-11, 8.9909e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     241.0,  433512.0,4195216.5, 2311.8, 34.2, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.0207e-09, 3.0954e-09, 2.1605e-09, 1.3442e-09, 8.8067e-10, 5.5713e-10, 3.6785e-10, 2.3367e-10, 1.5478e-10, 1.0236e-10, 5.7663e-11, 4.1140e-11, 2.5160e-11, 1.7007e-11, 1.1211e-11, 7.8482e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     242.0,  433544.8,4195228.0, 2312.0, 33.5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.1594e-09, 3.2384e-09, 2.2499e-09, 1.4233e-09, 9.0857e-10, 5.6535e-10, 3.8523e-10, 2.3957e-10, 1.5360e-10, 9.9788e-11, 5.8777e-11, 3.9425e-11, 2.4811e-11, 1.6084e-11, 1.0526e-11, 7.6519e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     243.0,  433578.9,4195240.0, 2312.0, 32.9, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.4669e-09, 3.3741e-09, 2.3390e-09, 1.5041e-09, 9.5142e-10, 5.6839e-10, 3.8783e-10, 2.4691e-10, 1.5856e-10, 9.6617e-11, 6.0576e-11, 3.9724e-11, 2.5278e-11, 1.6396e-11, 1.0438e-11, 7.6710e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     244.0,  433611.6,4195253.0, 2312.0, 32.6, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.5927e-09, 3.4001e-09, 2.3976e-09, 1.5225e-09, 9.5018e-10, 5.9621e-10, 3.8466e-10, 2.5484e-10, 1.6321e-10, 9.8408e-11, 6.2094e-11, 3.9130e-11, 2.4956e-11, 1.4151e-11, 9.8945e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     245.0,  433640.6,4195265.0, 2312.0, 33.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.6987e-09, 3.3685e-09, 2.3444e-09, 1.5050e-09, 9.4895e-10, 5.9662e-10, 3.8841e-10, 2.5631e-10, 1.6206e-10, 1.0063e-10, 6.1970e-11, 3.9047e-11, 2.5915e-11, 1.3024e-11, 8.2946e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     246.0,  433670.4,4195277.5, 2312.1, 33.9, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.5122e-09, 3.3870e-09, 2.2867e-09, 1.4960e-09, 9.2484e-10, 5.8163e-10, 3.8466e-10, 2.4811e-10, 1.6206e-10, 9.7775e-11, 6.1115e-11, 3.7473e-11, 2.6449e-11, 1.3347e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     247.0,  433700.7,4195289.0, 2312.3, 34.7, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.2470e-09, 3.1245e-09, 2.2056e-09, 1.4494e-09, 8.8669e-10, 5.6271e-10, 3.7322e-10, 2.4033e-10, 1.5828e-10, 9.6617e-11, 6.1785e-11, 3.5713e-11, 2.6707e-11, 1.3890e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     248.0,  433731.6,4195299.5, 2312.7, 35.4, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 3.9083e-09, 2.9317e-09, 2.0648e-09, 1.4077e-09, 8.5780e-10, 5.3088e-10, 3.6364e-10, 2.2853e-10, 1.5077e-10, 9.6529e-11, 5.9810e-11, 3.6934e-11, 2.6838e-11, 1.5002e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     249.0,  433763.4,4195309.0, 2313.0, 35.5, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 3.8430e-09, 2.9792e-09, 2.0594e-09, 1.3805e-09, 8.3941e-10, 5.1396e-10, 3.4928e-10, 2.2697e-10, 1.5002e-10, 9.5309e-11, 6.1479e-11, 3.7164e-11, 2.7303e-11, 1.5261e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     250.0,  433795.8,4195318.5, 2313.2, 34.8, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 3.9755e-09, 3.1293e-09, 2.0933e-09, 1.3860e-09, 8.3342e-10, 5.3568e-10, 3.5001e-10, 2.3604e-10, 1.5347e-10, 9.5223e-11, 6.0994e-11, 3.6745e-11, 2.6513e-11, 1.6250e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     251.0,  433827.8,4195327.5, 2313.2, 34.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.1178e-09, 3.2161e-09, 2.2178e-09, 1.4486e-09, 8.5885e-10, 5.5200e-10, 3.5748e-10, 2.3170e-10, 1.5611e-10, 9.5223e-11, 6.2909e-11, 3.6334e-11, 2.5101e-11, 1.6962e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     252.0,  433858.8,4195337.5, 2313.1, 34.1, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 4.1510e-09, 3.2418e-09, 2.2251e-09, 1.4667e-09, 8.6620e-10, 5.6916e-10, 3.5521e-10, 2.3331e-10, 1.5321e-10, 9.3526e-11, 6.0516e-11, 3.7630e-11, 2.4898e-11, 1.8272e-11, 1.0615e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
