Line_number,Fiducial,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,S0Z_time_5.811e-05,S0Z_time_8.588e-05,S0Z_time_1.137e-04,S0Z_time_1.414e-04,S0Z_time_1.692e-04,S0Z_time_1.970e-04,S0Z_time_2.248e-04,S0Z_time_2.525e-04,S0Z_time_2.803e-04,S0Z_time_3.081e-04,S0Z_time_3.359e-04,S0Z_time_3.637e-04,S0Z_time_3.914e-04,S0Z_time_4.192e-04,S0Z_time_4.470e-04,S0Z_time_4.748e-04,S0Z_time_5.026e-04,S0Z_time_5.442e-04,S0Z_time_5.998e-04,S0Z_time_6.692e-04,S0Z_time_7.526e-04,S0Z_time_8.359e-04,S0Z_time_9.331e-04,S0Z_time_1.044e-03,S0Z_time_1.169e-03,S0Z_time_1.308e-03,S0Z_time_1.461e-03,S0Z_time_1.628e-03,S0Z_time_1.822e-03,S0Z_time_2.044e-03,S0Z_time_2.280e-03,S0Z_time_2.544e-03,S0Z_time_2.850e-03,S0Z_time_3.197e-03
0.0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.32666801516077e-06,4.106941199933393e-06,2.7904908810095783e-06,1.929796000358511e-06,1.5268901791873332e-06,1.1676684280149235e-06,9.850497430486292e-07,8.135057804484894e-07,6.696485730085983e-07,5.749562615432362e-07,5.066673110273984e-07,4.278155106109281e-07,3.928472704728736e-07,3.612087621475379e-07,3.2131417337473564e-07,2.7693913834919546e-07,2.54951097550055e-07,2.21754838554085e-07,1.891735363668158e-07,1.5654075266654804e-07,1.2595342660632027e-07,9.530028056361903e-08,8.165783190562812e-08,6.411706784296717e-08,4.879134650152492e-08,3.8906460763527336e-08,3.036930023962421e-08,2.489507824167541e-08,1.7688764600764257e-08,1.4730288768446332e-08,9.556292456526876e-09,8.117525980898836e-09,3.751069490902797e-09,4.801815193084577e-09
0.0,1,1.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.146902199969481e-06,3.7463179857488537e-06,2.4774869337105797e-06,1.8156008192585584e-06,1.4064575636709292e-06,1.1189035151164718e-06,9.080937918532033e-07,7.614603313402911e-07,6.396957777832757e-07,5.852884355014342e-07,4.874737390284502e-07,4.364442042510494e-07,3.8203518452401423e-07,3.3939304348666775e-07,3.070940894374379e-07,2.7452206028530225e-07,2.4393542670465484e-07,2.2429804067879312e-07,1.783094326438295e-07,1.4307554799616303e-07,1.2585448329856738e-07,9.935090419739269e-08,7.291042975951903e-08,5.675306501562179e-08,4.6858108017546264e-08,3.709045112651207e-08,2.9169960899214742e-08,2.1027109619205783e-08,1.5835195413275285e-08,1.3038639938554129e-08,9.357548356079082e-09,5.7834102465019165e-09,7.519150092628817e-09,5.000839589430364e-09
0.0,2,2.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,6.99202193098644e-06,3.891023175013299e-06,2.4607850125682016e-06,1.743946853532987e-06,1.3075663850353172e-06,1.102062802238142e-06,8.760923431163881e-07,7.389876650418276e-07,6.110821355883365e-07,5.578303270084323e-07,4.711877287639578e-07,4.387836290153189e-07,3.711675378640251e-07,3.271336276733332e-07,2.9284556931779935e-07,2.6493577854739936e-07,2.45569069377506e-07,1.9913238403907763e-07,1.7387187199863506e-07,1.394652541851933e-07,1.0872316264797707e-07,8.893638880690648e-08,7.290583452931547e-08,5.8598650037205117e-08,4.388225488734792e-08,3.3742474377600536e-08,2.5304393452352866e-08,2.1609065812857854e-08,1.639569434773791e-08,1.1513515379741304e-08,8.992335863392442e-09,9.264569159459081e-09,6.23643980656717e-09,3.743907410966826e-09
0.0,3,3.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,6.773834718226112e-06,3.8043838605532077e-06,2.4339515573676714e-06,1.8074296351234708e-06,1.3128940113980944e-06,1.0125490687612731e-06,7.955180787676844e-07,6.68675946339786e-07,6.08071682340212e-07,5.163895770995137e-07,4.3060479036475707e-07,3.9924677214754543e-07,3.411696470533626e-07,3.035786824266248e-07,2.541699634959299e-07,2.5273998666821146e-07,2.2473078537491363e-07,1.8934687895526506e-07,1.661882557868865e-07,1.3452603639191412e-07,1.0694928469067228e-07,8.433747611489232e-08,7.363505219356617e-08,5.52262118383784e-08,4.512779081419768e-08,3.4286433044870746e-08,2.6325130962955412e-08,2.031963526727638e-08,1.6666582314473018e-08,1.1975754160219136e-08,9.667454330480456e-09,6.7459511200767014e-09,6.365206662721439e-09,4.321855345869367e-09
0.0,4,4.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,6.8507354443499895e-06,3.7184016191283546e-06,2.4017607162518918e-06,1.6544555132000415e-06,1.2686230069675569e-06,1.0252561077601416e-06,7.780051372074962e-07,6.405864435191217e-07,5.627106588924516e-07,4.891096783183515e-07,4.181051458179955e-07,3.682440292762626e-07,3.177926997003861e-07,2.8923938201854674e-07,2.67661813854736e-07,2.4028213956346713e-07,2.1993964411461976e-07,1.8156461150739324e-07,1.6635274271713332e-07,1.3473003338620568e-07,1.0172882479207208e-07,8.361867698576137e-08,6.808428654231546e-08,5.639962765325108e-08,4.1926942749139546e-08,3.259849702194065e-08,2.614681361471122e-08,1.9154157558495298e-08,1.5956860146423787e-08,1.187992341306979e-08,7.930461055392228e-09,6.973649210939053e-09,4.129596962769767e-09,3.817590974890217e-09
0.0,5,5.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,6.877565304900979e-06,3.722236927658617e-06,2.3412690738776653e-06,1.6015649480087367e-06,1.1997751722772672e-06,9.235114475697537e-07,8.012995372844173e-07,6.246482052360245e-07,5.293976037181363e-07,4.5928925418913565e-07,4.1771963309142503e-07,3.619581466915982e-07,3.2155084000746347e-07,2.943085956936371e-07,2.507976645463979e-07,2.2344042447077622e-07,2.1586057750527043e-07,1.743200825573574e-07,1.4873480302215099e-07,1.238207090066875e-07,9.75311699325753e-08,8.38205611301177e-08,6.406938495453885e-08,5.175694963304097e-08,4.056855094453235e-08,3.172465437708763e-08,2.657771961968625e-08,1.9796186330305703e-08,1.4602917598050516e-08,1.0522097615171648e-08,9.26791989486333e-09,6.677202797393276e-09,4.595217758580074e-09,2.35465127020546e-09
0.0,6,6.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,6.901624559499485e-06,3.432384140522467e-06,2.2768195089213406e-06,1.6412391075416021e-06,1.1550287635379491e-06,9.08246044797022e-07,7.49506798700727e-07,6.170020521685173e-07,5.416081790596681e-07,4.29017875496288e-07,4.0095083528754716e-07,3.562775310023343e-07,3.116692149611924e-07,2.6520712130534073e-07,2.359320497380141e-07,2.136262492686411e-07,2.0612198941295168e-07,1.6520679273942436e-07,1.4818701892830495e-07,1.1975934561809658e-07,9.72711156002363e-08,7.636557298581306e-08,6.327369009115688e-08,4.82437823445429e-08,3.576486521713956e-08,3.019343992333208e-08,2.3891020884524328e-08,1.8713662235737488e-08,1.6551058429686383e-08,1.2240025482572129e-08,9.857208667302158e-09,4.79759398116819e-09,5.426638145982782e-09,4.457898080873172e-09
0.0,7,7.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,6.886503149504066e-06,3.737448623938096e-06,2.1085322528730423e-06,1.5280907908678431e-06,1.1568172893717175e-06,8.858670667826638e-07,6.770479845965286e-07,5.940950677538665e-07,5.189765470843817e-07,4.227971772472682e-07,3.929456328060919e-07,3.238923177088911e-07,2.9504530241662463e-07,2.6930383054669887e-07,2.381045430173355e-07,2.1032492573232903e-07,1.9189972147999455e-07,1.6557755156587914e-07,1.3827697987851557e-07,1.1494327087646946e-07,9.50488521476455e-08,7.384674870613403e-08,6.113875049773295e-08,4.800470815194376e-08,3.9057181977450476e-08,3.01947115851582e-08,2.453532980349058e-08,1.7384368783670866e-08,1.2789130486654688e-08,1.229347220860299e-08,7.87374431170755e-09,5.949967376215901e-09,5.053657112350988e-09,3.463022840741989e-09
0.0,8,8.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,6.838965759925957e-06,3.296564226783893e-06,2.2547327760864538e-06,1.4215362627669592e-06,1.1092347540803442e-06,8.787999903153404e-07,6.590257873504498e-07,5.859165714939626e-07,4.94181427150625e-07,4.2583432110474007e-07,3.485064439790156e-07,3.169083963963325e-07,2.798588142328878e-07,2.4483893011381444e-07,2.277239209658092e-07,1.9656966144944355e-07,1.7856679812540163e-07,1.6183817421797704e-07,1.2930552275368245e-07,1.1257543036746438e-07,9.370433896915622e-08,7.004548761215988e-08,5.644550449846675e-08,4.767156534107692e-08,3.546276485032304e-08,2.880304978147058e-08,2.3517185677741102e-08,1.9151050649912366e-08,1.3831078493738104e-08,1.2331828360561017e-08,7.162582238869641e-09,5.756991695723828e-09,7.352375993715155e-09,3.733947200617343e-09
0.0,9,9.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,6.6097992105344694e-06,3.3609913464829073e-06,2.211188365156735e-06,1.5083333662694415e-06,1.0782060332871398e-06,8.388324749698206e-07,6.827595990328039e-07,5.64774713310739e-07,4.82702305323721e-07,4.046007790575318e-07,3.6226988940576673e-07,3.0355839055972597e-07,2.618891553542212e-07,2.3562875448263427e-07,2.1488326143775436e-07,1.906776174362217e-07,1.755741181312611e-07,1.491119554993334e-07,1.2791980436678647e-07,1.0690666712382913e-07,8.485365309010342e-08,6.950416129717067e-08,5.250066399076824e-08,4.3580623204197846e-08,3.7146865675282063e-08,2.835225880943185e-08,2.090233656889524e-08,1.8418359650370947e-08,1.264490270779836e-08,9.572959329417366e-09,8.641283549767357e-09,5.714222814665055e-09,3.850352776787918e-09,2.5408163638999666e-09
