Line_number,Fiducial,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,S0Z_time_5.811e-05,S0Z_time_8.588e-05,S0Z_time_1.137e-04,S0Z_time_1.414e-04,S0Z_time_1.692e-04,S0Z_time_1.970e-04,S0Z_time_2.248e-04,S0Z_time_2.525e-04,S0Z_time_2.803e-04,S0Z_time_3.081e-04,S0Z_time_3.359e-04,S0Z_time_3.637e-04,S0Z_time_3.914e-04,S0Z_time_4.192e-04,S0Z_time_4.470e-04,S0Z_time_4.748e-04,S0Z_time_5.026e-04,S0Z_time_5.442e-04,S0Z_time_5.998e-04,S0Z_time_6.692e-04,S0Z_time_7.526e-04,S0Z_time_8.359e-04,S0Z_time_9.331e-04,S0Z_time_1.044e-03,S0Z_time_1.169e-03,S0Z_time_1.308e-03,S0Z_time_1.461e-03,S0Z_time_1.628e-03,S0Z_time_1.822e-03,S0Z_time_2.044e-03,S0Z_time_2.280e-03,S0Z_time_2.544e-03,S0Z_time_2.850e-03,S0Z_time_3.197e-03
0.0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.3550171297846385e-06,5.597760517311762e-06,4.495002677992214e-06,3.6139322439309815e-06,2.786983201103263e-06,2.4063683163089474e-06,1.927896917878014e-06,1.5988237901745906e-06,1.3452816722692246e-06,1.1168829315534628e-06,1.040921882277532e-06,8.339343351713528e-07,7.241986228280838e-07,6.622227101570265e-07,5.913589930010119e-07,5.114241494993549e-07,4.652033151531286e-07,3.701480550620768e-07,3.2030799437134715e-07,2.4575504541903516e-07,1.8816684401421907e-07,1.4390918252493289e-07,1.0521299276393947e-07,7.977284906607024e-08,5.924041043142679e-08,4.083958582199533e-08,3.054648890419607e-08,2.0397918826422388e-08,1.3877380329411439e-08,9.80403410465809e-09,8.552050214702774e-09,5.030866876337193e-09,3.889084626875265e-09,2.7514612642947103e-09
0.0,1,1.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.861569181954115e-06,6.063080529187447e-06,4.40591177961666e-06,3.712838459862765e-06,3.0134929663034755e-06,2.4634998857210238e-06,2.1281453791348836e-06,1.7857933233700354e-06,1.5992959972553509e-06,1.3859443790250341e-06,1.1633070959920284e-06,1.0217475560206327e-06,8.913044708174463e-07,8.031225337740254e-07,6.882704336589958e-07,5.986160691997228e-07,5.537181940984384e-07,4.804422464169521e-07,3.8013615669983857e-07,3.1389616699490763e-07,2.3051248612565412e-07,1.750553393673553e-07,1.3957133422168456e-07,1.0236194886087256e-07,7.800391363635227e-08,6.163785196698885e-08,3.886977595001051e-08,2.9935353204040754e-08,2.1306786609354686e-08,1.487183238964862e-08,1.0247105852338086e-08,6.452045882765348e-09,5.101269550869167e-09,2.5548538671220163e-09
0.0,2,2.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.464189197034969e-06,5.731927540546812e-06,4.587958864810294e-06,3.9223784651690085e-06,3.232686012562008e-06,2.734302730820747e-06,2.4033590551054225e-06,2.0210135114091442e-06,1.7847468991166729e-06,1.4787520620043977e-06,1.3059988636401728e-06,1.1670520003906954e-06,1.0437805950076164e-06,8.923529778017363e-07,8.362534204431482e-07,7.495349033376984e-07,6.715284959617295e-07,5.662412019434087e-07,4.908731938029313e-07,3.6366432441892887e-07,2.8587554663851806e-07,2.340353595656985e-07,1.764022602847746e-07,1.3354113173823375e-07,9.44057989983124e-08,7.552227101103983e-08,5.1598951160487755e-08,3.6291158273374055e-08,2.5016854814201015e-08,1.8489346379291777e-08,1.5095855069607995e-08,1.1064078207090378e-08,5.9041538303442825e-09,4.508558000566067e-09
0.0,3,3.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.400830098659523e-06,5.625995275672113e-06,4.955132400506403e-06,3.894736501579651e-06,3.264201234633395e-06,2.997251720797453e-06,2.497352160649471e-06,2.050854091584968e-06,1.8730431734863398e-06,1.7262431214269672e-06,1.4429934784301573e-06,1.2487951623967507e-06,1.1187519137154901e-06,1.0335038798846754e-06,8.953288166097565e-07,7.756623619260086e-07,7.652211795229506e-07,6.458136331860222e-07,5.230646070175041e-07,4.4148984820464284e-07,3.4985754925847326e-07,2.7324912188841255e-07,1.9854128246771007e-07,1.6006957529939112e-07,1.2052114429798147e-07,9.095538621802666e-08,6.186748830145155e-08,4.649725028867904e-08,3.34317015236714e-08,2.2532911640563417e-08,1.7078793543197875e-08,1.1125187864518009e-08,7.23933998252134e-09,5.5552282472461014e-09
0.0,4,4.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.67267570300033e-06,5.997398061403968e-06,4.86051913101431e-06,4.0572962281243525e-06,3.5104213651568423e-06,3.0940754029807914e-06,2.5258781173514953e-06,2.281532407321557e-06,1.971254434833958e-06,1.725282900234816e-06,1.608173555437623e-06,1.4005963062464183e-06,1.2341161042691768e-06,1.1214340585842122e-06,9.773785780266768e-07,8.879395227544373e-07,8.164761430401194e-07,6.947049158949583e-07,5.654163995828564e-07,4.862491727201508e-07,3.6278854459610176e-07,3.094327951994262e-07,2.405650921216417e-07,1.7730780186481604e-07,1.3710038599002516e-07,1.0294189310839608e-07,7.227399412677421e-08,5.7552153719077514e-08,4.255021244074626e-08,2.8002267807941418e-08,1.8672280478774177e-08,1.302183165913929e-08,1.1138229541260362e-08,6.009874505307519e-09
0.0,5,5.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.663184923087054e-06,6.1372052476502566e-06,4.972365861925253e-06,4.124525555839248e-06,3.654774232277786e-06,3.0649954531271708e-06,2.6352913021476145e-06,2.378071346047631e-06,2.072735002936598e-06,1.959146714364255e-06,1.6199489113907746e-06,1.4660425402966125e-06,1.3721786300853876e-06,1.1992880609472238e-06,1.0255043807516792e-06,1.0316684451849886e-06,9.329676200582916e-07,7.905884923853489e-07,6.557940000872484e-07,5.286113772983029e-07,4.144979444448102e-07,3.400055790349639e-07,2.5381744912242727e-07,2.0417096984837619e-07,1.5182221707698988e-07,1.194197959819709e-07,9.161027641152019e-08,6.69651707893061e-08,4.857274654905981e-08,3.447813027759361e-08,2.376257179106805e-08,1.663079513226755e-08,1.1205934886907491e-08,8.354377872191435e-09
0.0,6,6.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.972809299885356e-06,6.078341395755647e-06,5.03753527614224e-06,4.252295628636971e-06,3.4841493802931816e-06,2.9642426345920377e-06,2.798217457092978e-06,2.331755856519422e-06,2.1792352868314057e-06,1.8369382818841897e-06,1.7469998861687012e-06,1.5461859586640537e-06,1.3291360257392264e-06,1.2795139085818564e-06,1.169226852748102e-06,9.704449679973961e-07,9.478590696794097e-07,8.387109188052336e-07,7.26909502801598e-07,5.950951346384625e-07,4.6854059160681876e-07,3.7565018935007925e-07,2.9906661874233243e-07,2.2990003277252255e-07,1.7831370821454637e-07,1.3381591578330793e-07,1.0265525041793243e-07,7.619828345816526e-08,5.2764132727143915e-08,4.000802458488103e-08,2.7279312576132335e-08,2.0176284440999997e-08,1.2034490949262984e-08,8.42170613920452e-09
0.0,7,7.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.716507671649733e-06,6.0266469601582775e-06,4.711294489921966e-06,4.223009679230753e-06,3.698389669904073e-06,3.126209948868065e-06,2.548217610605127e-06,2.4641028196301946e-06,2.1629616551735175e-06,1.9015989256715865e-06,1.7297092208829443e-06,1.6437219014324044e-06,1.3806182178214778e-06,1.3506449529580972e-06,1.2030816510536113e-06,1.1518614401151167e-06,9.747460730390447e-07,8.805812881987567e-07,7.359609602238252e-07,6.024307257196287e-07,5.015006410027358e-07,3.953913133988387e-07,3.1346841317696024e-07,2.386608870445713e-07,1.9455081582105447e-07,1.5411073522148844e-07,1.0782746902097264e-07,8.404878124667182e-08,5.9445950142830566e-08,4.349154111148883e-08,3.161948229576445e-08,2.181088557187457e-08,1.7549845581902323e-08,1.160365745144999e-08
0.0,8,8.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,8.098279664865604e-06,6.20514434958875e-06,4.8753627189415775e-06,4.171616668357841e-06,3.5700340843049417e-06,3.0493374697479314e-06,2.736147749829989e-06,2.501191367304184e-06,2.208431587860996e-06,1.8913083496747868e-06,1.7997075480311714e-06,1.5906926697295241e-06,1.4920029465805902e-06,1.3069014101761788e-06,1.2276818537225897e-06,1.0629439010967832e-06,1.0301273777239396e-06,9.225499890100794e-07,7.832078297797294e-07,6.079438588492341e-07,4.776186295765333e-07,4.1222260890063034e-07,3.29194257872607e-07,2.6412224683144405e-07,1.9896840451713767e-07,1.5523475670657693e-07,1.1959195558659805e-07,9.183466454358951e-08,6.631078276860298e-08,4.975659847217401e-08,3.83268952854048e-08,2.4786400251551077e-08,1.9561485039429306e-08,1.2689800759198588e-08
0.0,9,9.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.615488962696235e-06,5.5535713044187025e-06,4.924572423597778e-06,4.045348031560081e-06,3.6939435412933154e-06,3.093681768431541e-06,2.814841292540039e-06,2.386191220539424e-06,2.199422375547297e-06,1.9734012516327133e-06,1.889608928009417e-06,1.7021062158186853e-06,1.5321975315568585e-06,1.314829715433771e-06,1.2613193800020448e-06,1.1543260957095553e-06,1.0457826940151101e-06,9.508158292204193e-07,8.187252731230224e-07,6.91769772327805e-07,5.450870337458661e-07,4.3292126460017866e-07,3.6342484822181667e-07,2.8373203815284015e-07,2.213236955376736e-07,1.7103627886316255e-07,1.2604489182376227e-07,9.244840711934528e-08,6.956214428875552e-08,5.453917765114772e-08,4.024289440895514e-08,2.9293563345665954e-08,1.9298447138334412e-08,1.374663447997562e-08
