Line_number,Fiducial,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,S0Z_time_3.834e-04,S0Z_time_3.924e-04,S0Z_time_4.039e-04,S0Z_time_4.184e-04,S0Z_time_4.364e-04,S0Z_time_4.589e-04,S0Z_time_4.869e-04,S0Z_time_5.224e-04,S0Z_time_5.679e-04,S0Z_time_6.249e-04,S0Z_time_6.969e-04,S0Z_time_7.879e-04,S0Z_time_9.019e-04,S0Z_time_1.046e-03,S0Z_time_1.227e-03,S0Z_time_1.456e-03,S0Z_time_1.744e-03,S0Z_time_2.109e-03,S0Z_time_2.567e-03,S0Z_time_3.145e-03,S0Z_time_3.864e-03,S0Z_time_4.745e-03,S0Z_time_5.821e-03,S0Z_time_7.140e-03,S0Z_time_8.754e-03,S0Z_time_1.073e-02,S1Z_time_2.057e-05,S1Z_time_2.607e-05,S1Z_time_3.307e-05,S1Z_time_4.206e-05,S1Z_time_5.356e-05,S1Z_time_6.807e-05,S1Z_time_8.607e-05,S1Z_time_1.086e-04,S1Z_time_1.366e-04,S1Z_time_1.721e-04,S1Z_time_2.176e-04,S1Z_time_2.746e-04,S1Z_time_3.466e-04,S1Z_time_4.376e-04,S1Z_time_5.516e-04,S1Z_time_6.956e-04,S1Z_time_8.771e-04,S1Z_time_1.106e-03,S1Z_time_1.394e-03
0.0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,3.264931889707684e-11,2.8846959710886274e-11,2.5139334461429376e-11,2.1757502525033917e-11,1.8700871286234848e-11,1.6083762057786377e-11,1.3842468607025963e-11,1.1883314328626835e-11,1.0149269959260381e-11,8.620497144344824e-12,7.2684718728618265e-12,6.057036591130337e-12,4.99189267776539e-12,4.054447555463976e-12,3.237484018426728e-12,2.5379974936613696e-12,1.9519017268683247e-12,1.468731710891247e-12,1.0784779192358081e-12,7.727021769815579e-13,5.40820505155986e-13,3.7177589193580956e-13,2.502869018113645e-13,1.65265310030087e-13,1.0685163637580089e-13,6.773388457824269e-14,3.550147768289745e-09,1.6357115215619725e-09,8.202756551810384e-10,4.4724259633263695e-10,2.603234677572696e-10,1.5634358932090394e-10,9.436601425817887e-11,5.637921679489836e-11,3.391082965209792e-11,2.0804547634079466e-11,1.3213832924413609e-11,8.798106950179786e-12,6.021457144488929e-12,4.185698495881669e-12,2.915357278635052e-12,2.0178099916121663e-12,1.3789477480755603e-12,9.317287480310498e-13,6.174956468874451e-13
0.0,1,1.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,3.663948222406304e-11,3.2291842725803686e-11,2.7935899960097674e-11,2.3829043568009514e-11,2.0033360777381146e-11,1.675032447441162e-11,1.397105171195461e-11,1.1617995286023897e-11,9.643073605493378e-12,8.007907434201032e-12,6.641823404308543e-12,5.4708213615203155e-12,4.473637118825003e-12,3.614718192316215e-12,2.877138576382915e-12,2.2517516300208814e-12,1.7313194853953692e-12,1.3037019559976702e-12,9.589137464166457e-13,6.887108418045245e-13,4.835215399835336e-13,3.336005353565113e-13,2.2547478630018475e-13,1.4950552643103097e-13,9.708922870727743e-14,6.181151789184634e-14,3.5270801612780198e-09,1.622182607206566e-09,8.166970991576559e-10,4.5236656548911206e-10,2.727027279821962e-10,1.7268943356583704e-10,1.1039542167937243e-10,6.900047528633107e-11,4.2148320366185623e-11,2.526068226815621e-11,1.513272808969895e-11,9.376626846108781e-12,6.021041932902303e-12,3.9990476099514055e-12,2.7014662372772498e-12,1.83477331154929e-12,1.2383576378498643e-12,8.29417074240134e-13,5.48463441124489e-13
0.0,2,2.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,4.066664620006118e-11,3.599452961012287e-11,3.120918925856932e-11,2.656255989721598e-11,2.2142905228481803e-11,1.821732245443106e-11,1.4839232313515718e-11,1.1970766614574522e-11,9.609350933352584e-12,7.735929758067386e-12,6.253842652110535e-12,5.0533619391719845e-12,4.077919433432675e-12,3.2660892882358437e-12,2.5849438487617226e-12,2.0159070467401712e-12,1.547583897774948e-12,1.1648106234883716e-12,8.575000768119153e-13,6.168392090288106e-13,4.34127707710426e-13,3.004289652868743e-13,2.0377128914586257e-13,1.3561024021232583e-13,8.842995185556534e-14,5.6514877563423407e-14,3.5035192675902547e-09,1.6086281954380482e-09,8.11994047389543e-10,4.5333825953095004e-10,2.778937279091143e-10,1.8132291366460656e-10,1.2082785780007973e-10,7.903265411861869e-11,5.010743366126232e-11,3.05399761029629e-11,1.8033982786307065e-11,1.0678584426763397e-11,6.445378307133245e-12,4.031655808990949e-12,2.6009794883141224e-12,1.714214847862008e-12,1.1340812056262849e-12,7.491839808158496e-13,4.939371517156119e-13
0.0,3,3.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,4.433298490467054e-11,3.948285714777752e-11,3.444398215159041e-11,2.9447863780123354e-11,2.4579456901937842e-11,2.0136653659163904e-11,1.6216542497352115e-11,1.2819021136075338e-11,1.0001448870197895e-11,7.794556094574467e-12,6.103297691047743e-12,4.799421900208206e-12,3.794873969889767e-12,2.9970075693476905e-12,2.3503043521870125e-12,1.8220884203510865e-12,1.3943577561562928e-12,1.0476323713758105e-12,7.712148142321403e-13,5.551466708035751e-13,3.9142642113105553e-13,2.7152316916276363e-13,1.8474295804049698e-13,1.2333240932802288e-13,8.074118579506197e-14,5.1799943834873687e-14,3.4794671809650592e-09,1.5952400261585204e-09,8.075370345944724e-10,4.5362581310810283e-10,2.8052046983745085e-10,1.857945695354386e-10,1.269362609041728e-10,8.591672344277418e-11,5.653652419938445e-11,3.556252595976494e-11,2.1316822643943267e-11,1.2485583791449843e-11,7.2580254810552514e-12,4.2959749823138045e-12,2.623507529165432e-12,1.6562810842667407e-12,1.0631976651269701e-12,6.883620890903501e-13,4.506542061418697e-13
0.0,4,4.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,4.751304377358788e-11,4.256211661692416e-11,3.737837469905818e-11,3.217248168036835e-11,2.7012662074756345e-11,2.220052160648709e-11,1.7851780024995445e-11,1.3988165590267484e-11,1.0720131297447884e-11,8.139722385867842e-12,6.176294143523974e-12,4.705060189210347e-12,3.6206251944274467e-12,2.801442335772816e-12,2.166355050956372e-12,1.6642100904852842e-12,1.2667924030038447e-12,9.487029191514658e-13,6.976231750612657e-13,5.020580679799257e-13,3.5441129967891523e-13,2.4626832884691584e-13,1.6802169127792262e-13,1.1246243087969829e-13,7.390737063908789e-14,4.760384711188646e-14,3.4549425164002536e-09,1.5820327582862566e-09,8.034809694982255e-10,4.5412442321597216e-10,2.8258109294045556e-10,1.8853544694927534e-10,1.3049835436561691e-10,9.028525841281702e-11,6.118161831771391e-11,3.9732690777804014e-11,2.4460607744977013e-11,1.4496822147523131e-11,8.34003017975889e-12,4.767066929125482e-12,2.7712095399542667e-12,1.6639617764690477e-12,1.0257401524888878e-12,6.457199800477388e-13,4.164373327802437e-13
0.0,5,5.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.021622527019122e-11,4.519792049165936e-11,3.9924904685902814e-11,3.459332394730874e-11,2.9253761275014065e-11,2.419791380294034e-11,1.9540751566745403e-11,1.5307868583517483e-11,1.1645041274763434e-11,8.700651313371842e-12,6.439643000178529e-12,4.75826227206653e-12,3.551044273675077e-12,2.6762306201769297e-12,2.0291409712866527e-12,1.538126237908082e-12,1.1612780612921464e-12,8.65306729171094e-13,6.347750589031344e-13,4.56292050773835e-13,3.222465841821059e-13,2.241512914292449e-13,1.5329397487780842e-13,1.0282234045787817e-13,6.782600562397459e-14,4.384718435303718e-14,3.429959870848616e-09,1.569038138982779e-09,7.998331529138989e-10,4.5498107628378534e-10,2.8472909830529085e-10,1.907686221757524e-10,1.32844974756359e-10,9.303862027364403e-11,6.433032876624568e-11,4.289830382555411e-11,2.7160065059217542e-11,1.6453945108982204e-11,9.543662270539539e-12,5.386742193800999e-12,3.030051262397501e-12,1.7370432540940314e-12,1.0226271714903129e-12,6.209640159149562e-13,3.9042592125285244e-13
0.0,6,6.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.250642376039572e-11,4.743142872070986e-11,4.209215950175528e-11,3.6677342243717407e-11,3.122498381771455e-11,2.601403394412507e-11,2.1148566186035164e-11,1.6644823368061115e-11,1.2664626181923497e-11,9.39838869389415e-12,6.846938398448746e-12,4.937018265186245e-12,3.577623874145435e-12,2.6180504526294573e-12,1.9362409891464045e-12,1.4411955833687927e-12,1.0752599943725203e-12,7.953442024358201e-13,5.81117889174392e-13,4.1680196672514883e-13,2.9424047634493937e-13,2.047429636929872e-13,1.402922509971888e-13,9.42605370998557e-14,6.240441546132163e-14,4.0457128400388825e-14,3.404534004680728e-09,1.5562895547189104e-09,7.966081890556972e-10,4.562020421028352e-10,2.8711968990077565e-10,1.929868257617217e-10,1.3474423455376598e-10,9.491982068820325e-11,6.643525062531732e-11,4.517140453303136e-11,2.930960036269167e-11,1.8192154893447706e-11,1.0739488693317969e-11,6.084385513614857e-12,3.3723758487705413e-12,1.868977954586981e-12,1.053440843129892e-12,6.140454325412783e-13,3.726405757285711e-13
0.0,7,7.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.446235606824247e-11,4.9330975408647385e-11,4.3931349813962196e-11,3.8450040497560225e-11,3.2918622561868597e-11,2.760628787462236e-11,2.2603819012976166e-11,1.791155052595486e-11,1.3692148241102174e-11,1.0161172264469063e-11,7.34839961178859e-12,5.2127527252416926e-12,3.686835339968184e-12,2.6215305092291178e-12,1.885336298941932e-12,1.3716453791439617e-12,1.0070089997444533e-12,7.372440874193844e-13,5.354309991748535e-13,3.8273061165384707e-13,2.698216763633508e-13,1.8768401317740762e-13,1.2878836237617589e-13,8.66470637497237e-14,5.755849240349921e-14,3.7379973309916255e-14,3.3786849851782094e-09,1.5438186431187181e-09,7.938257753573825e-10,4.577865694839621e-10,2.8977148038458103e-10,1.9534782336889073e-10,1.3656511103580314e-10,9.641501528439991e-11,6.791102844208421e-11,4.6770030252577896e-11,3.0936579962129256e-11,1.9637985887150612e-11,1.1837491856632505e-11,6.7953306197216186e-12,3.764772315654294e-12,2.047606992236837e-12,1.1153066033111148e-12,6.244683902137397e-13,3.633801785924734e-13
0.0,8,8.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.616011896285853e-11,5.096830624696163e-11,4.550620132326189e-11,3.9961262751022477e-11,3.436352027110174e-11,2.8977209284483327e-11,2.3881989517254668e-11,1.9061321424447556e-11,1.466955480949963e-11,1.0932494323489797e-11,7.898675644442278e-12,5.555189372347431e-12,3.861787142635262e-12,2.678887749625236e-12,1.8732860566230022e-12,1.3279210001476578e-12,9.553216470100847e-13,6.898674420866129e-13,4.967754675211629e-13,3.533794257623841e-13,2.4851859525394954e-13,1.7267288280366706e-13,1.1858837369599217e-13,7.986947016992647e-14,5.321335087160023e-14,3.457940662990073e-14,3.3524387649439778e-09,1.531658194199526e-09,7.915043509551345e-10,4.597390991214255e-10,2.9268003593361075e-10,1.9788673435527125e-10,1.3845659253783708e-10,9.779571376819056e-11,6.906234222544229e-11,4.791912488724195e-11,3.213566622527181e-11,2.0785525220071226e-11,1.2788746460160375e-11,7.470464052811662e-12,4.175298903468381e-12,2.2578561648953026e-12,1.203041963355769e-12,6.508997929058591e-13,3.627739018064534e-13
0.0,9,9.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,5.766642991346713e-11,5.2408433933626346e-11,4.6878349809971515e-11,4.126597472419697e-11,3.5602904923191396e-11,3.015280778894532e-11,2.498809872226543e-11,2.0077807042263547e-11,1.556436601976722e-11,1.1673130444303812e-11,8.461086491274658e-12,5.936273259970968e-12,4.0845423122856076e-12,2.7805931580509935e-12,1.895853736216644e-12,1.3082269212546506e-12,9.192156578812354e-13,6.523852346632087e-13,4.644452703798566e-13,3.281871907177668e-13,2.299426744352154e-13,1.59455882492946e-13,1.0952808964014664e-13,7.382945952554357e-14,4.930444256028519e-14,3.202974883488881e-14,3.3258265466923297e-09,1.5198436408469815e-09,7.896610445436051e-10,4.620649982293463e-10,2.958419042867066e-10,2.0060427259528957e-10,1.4046673639154737e-10,9.919382978961856e-11,7.008308849994326e-11,4.8803700085412485e-11,3.302124383177369e-11,2.1669585844592843e-11,1.3577784309828421e-11,8.078530750331665e-12,4.577812402374366e-12,2.484509514145346e-12,1.3100358386644548e-12,6.911535131509742e-13,3.7055685347544346e-13
