Line_number,Fiducial,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,PX,PZ,S0X_time_1.086e-05,S0X_time_3.256e-05,S0X_time_5.426e-05,S0X_time_8.680e-05,S0X_time_1.411e-04,S0X_time_2.279e-04,S0X_time_3.689e-04,S0X_time_5.860e-04,S0X_time_9.115e-04,S0X_time_1.411e-03,S0X_time_2.192e-03,S0X_time_3.418e-03,S0X_time_5.339e-03,S0X_time_8.301e-03,S0X_time_1.338e-02,S0Z_time_1.086e-05,S0Z_time_3.256e-05,S0Z_time_5.426e-05,S0Z_time_8.680e-05,S0Z_time_1.411e-04,S0Z_time_2.279e-04,S0Z_time_3.689e-04,S0Z_time_5.860e-04,S0Z_time_9.115e-04,S0Z_time_1.411e-03,S0Z_time_2.192e-03,S0Z_time_3.418e-03,S0Z_time_5.339e-03,S0Z_time_8.301e-03,S0Z_time_1.338e-02
0.0,13.0,13.0,0.0,120.0,0.0,2.803180408676697,-18.174275014544566,1.3711901635747452,-107.53744550611631,0.0,-45.29529110953551,2.1731049532648514,-6.7269265561253455,-0.2175129044680073,34.39644698742653,17.437898175621452,4.5121547882274475,2.212328836751626,1.6024637216273487,1.2225106809618493,0.9956423025017346,0.7854999905961254,0.5706850624086814,0.41325125916522426,0.2660743388738732,0.16010897450914832,0.07964687637538845,0.03510280936876414,0.004388440595988681,0.010595349884885334,-0.013710609322992803,6.863981581793704,4.487159404375804,3.46633899889166,3.016960106573568,2.4484471035593316,2.0645277155341213,1.6895789289027887,1.332490259189825,0.9884371319944895,0.6954961197216807,0.42579380287417307,0.2785863758904681,0.13537515022612043,0.0486384742053114,0.03647357156725781
0.0,14.0,14.0,0.0,120.0,0.0,0.7506290268868998,-24.36306992002078,12.674150930178488,-107.49514442650549,0.0,-43.89750785138628,-1.5416617630181766,-8.47994210726786,-1.407533118731421,34.39644698742653,17.437898175621452,4.509348433020979,2.3625610909075037,1.5509300533256563,1.2281705725260839,0.951527379140523,0.7137307833995802,0.5481110193457885,0.38030592828617027,0.27291122888079433,0.12804841929372593,0.07556212722076015,0.03510614874231259,0.003573936924684138,0.006860004757427523,-0.0027651220273732812,7.047386033168045,4.28444849609616,3.4918548038853374,2.82809446881084,2.3417730979093148,2.0073018235729503,1.6276902501477057,1.3285708226588953,0.9314883757300522,0.6775862012411802,0.4417465116178234,0.268085978657844,0.156713880590205,0.06893752326904994,0.0254269321557
0.0,15.0,15.0,0.0,120.0,0.0,0.36981092775171653,5.956678206161499,1.5503275769231273,-106.38939072756574,0.0,-44.55808925847647,-1.1464183426458892,8.497203109518164,4.077281976837613,34.39644698742653,17.437898175621452,4.567005700084039,2.1691572916230335,1.4753140638095743,1.2018446394187878,0.8850234726625169,0.7238455994983364,0.5195398565544239,0.3913948150989038,0.24946500136697716,0.17155198287059265,0.09803038832718455,0.07268271176791073,0.02519887775295193,-0.010402043615167568,-0.019715362340339278,6.965961417169596,4.39713073256315,3.3845825418942663,2.8742496628491585,2.2231939827500096,1.9139860668355584,1.5646549360635162,1.229279742693173,0.9388112893262195,0.6700396074871363,0.4340968345431329,0.2653435494578596,0.1405071892050814,0.06167499068713357,0.0413220295366662
0.0,16.0,16.0,0.0,120.0,0.0,-4.006299556738513,-20.05270176759295,12.5899719724993,-105.53493007526099,0.0,-46.17851670416327,1.8308026626582858,-6.113073909170219,3.1186435911351538,34.39644698742653,17.437898175621452,4.5715156709592675,2.1646546065983827,1.4559051821623583,1.1292444237896433,0.8603696034601973,0.6640145180443243,0.5148658291847403,0.38697227650481947,0.23411366624487198,0.19163769363156435,0.08401672813265133,0.06371043405684593,0.015984221245832913,0.005821599509346218,0.0021558790417823387,6.628246434095567,4.391795285958842,3.3211189801734715,2.746375044405279,2.253430200578567,1.8806509539799228,1.4821726553176895,1.1923434070099694,0.9043549514785961,0.6642503102609083,0.4245502816458303,0.24297189218596826,0.1418634028142053,0.061457128803021545,0.04879489126540797
0.0,17.0,17.0,0.0,120.0,0.0,5.120572713421925,-17.58052322415206,9.190052331263033,-106.71665464689545,0.0,-45.13403708350626,-2.6885449642831194,1.4453597010608181,0.8873947151108048,34.39644698742653,17.437898175621452,4.411685340529777,2.1577865573264483,1.453019173738851,1.1018203782810063,0.7984942890052059,0.6310543814271071,0.49355275591056924,0.36580399781864603,0.24196201054238026,0.154340027915124,0.09086089503585751,0.04048786623466171,0.018409729361000632,0.014562223198226847,-0.011385656338680354,6.9320838909207225,4.604531847223737,3.3241041787107037,2.6192687466336957,2.1651806061571515,1.7877013746548591,1.4910985189818422,1.1391002426634274,0.8754896123599825,0.6376179790932757,0.4227624705371187,0.2573044478736536,0.11984649701800797,0.08621473007493824,0.057113407934917204
0.0,18.0,18.0,0.0,120.0,0.0,-1.9877289723061544,-20.04434185356743,10.426435702626307,-106.99658997484217,0.0,-45.375851753446355,-1.3206574914056883,-2.525643613265734,0.6606423438223921,34.39644698742653,17.437898175621452,4.533387250603582,2.1057618376392835,1.4480731466396646,1.0117192308484046,0.7732546729343015,0.6044733436785684,0.4756416627262635,0.31837584894660304,0.226904165040815,0.1793227368710788,0.09102649091759568,0.058314326194234066,0.03133472100572775,0.007296752485335384,-0.00192049537111489,6.71424492406251,4.295793104092174,3.2871510801986092,2.601784153172564,2.1475940187436486,1.6225408308433127,1.3793355937496234,1.1271453235103976,0.8715720220707988,0.617841201217214,0.4038414002366727,0.26687815155454775,0.1477830781153928,0.07738087501400208,0.02998115460581021
0.0,19.0,19.0,0.0,120.0,0.0,-6.974908563804886,13.233270460255959,11.918624225779752,-107.4601605030673,0.0,-44.88344450906996,-0.6098245490477439,1.1059950146803033,-0.02649381532587647,34.39644698742653,17.437898175621452,4.569529320086125,2.020339701788356,1.4439333925096056,1.0346627866167972,0.7628451421438953,0.5616982710102087,0.4143349968186318,0.31168943287776674,0.22323045400950894,0.1325179804587588,0.09001861838268349,0.04122364289098604,0.023304135047134595,-0.007457577575056416,-0.00186665470342232,6.691284230460755,4.45806547945296,3.322674573242594,2.5382866037217777,2.031174087594868,1.7403447502442775,1.3863899034316196,1.082338730549037,0.8213972971642998,0.5715011091042328,0.4172134367071476,0.24761462391964809,0.16708640238286687,0.08337401773334327,0.03243139833870435
0.0,20.0,20.0,0.0,120.0,0.0,-8.879137192446557,19.168920174160533,-8.92330731465104,-107.70774539707787,0.0,-46.13698339016268,5.241536804617569,2.8513267744075836,-4.036823477541612,34.39644698742653,17.437898175621452,4.489709191226367,2.151481660538815,1.3940683982010313,0.9849645459141522,0.7413067454325554,0.5392751091572235,0.39300427607417915,0.28666038950076034,0.2136463014992868,0.13877602288096344,0.07893454418773956,0.028215249130096563,0.02234688591737431,0.006557223381054042,0.013255637549406663,6.922168703878958,4.218781502208988,3.1788589747268428,2.6055827768259663,1.9918425774203599,1.614462624585859,1.303632399423217,1.0465069352649512,0.8197640929431972,0.6214932034319234,0.4276747703580689,0.24747061563839118,0.1711866325208333,0.06931869446374324,0.0469953305398219
0.0,21.0,21.0,0.0,120.0,0.0,-3.1490400842507,-19.060298510931283,-4.723361462788807,-107.16198914771019,0.0,-44.02770493480632,1.86516313782206,6.8015405955369665,1.8749721466584894,34.39644698742653,17.437898175621452,4.474205056408058,2.1933197343244677,1.4146505209600713,0.9754494040624321,0.7003707918019496,0.5549690726481202,0.4044374512046537,0.29651811108134596,0.21199921491234416,0.13187825499675745,0.09316323346130143,0.04823420596526485,0.016872682668986977,-0.007807015613388925,-0.007244578912045368,6.958801957517161,4.287974396211284,3.2731817913488066,2.4699675053129506,1.8719808329864955,1.565030370087526,1.2316584376132502,1.0379051279521934,0.8438074215039434,0.5915904983498372,0.417334435357026,0.2540429220258158,0.12813937561717328,0.08320111818472177,0.027865029770202013
0.0,22.0,22.0,0.0,120.0,0.0,2.161099589001825,5.783246669606871,11.981218577270383,-107.37107346673639,0.0,-44.83004912325681,0.6573046347832183,0.14526065911146624,-1.2446646285854124,34.39644698742653,17.437898175621452,4.349181643498621,2.164257804143584,1.4069257937201427,0.9270371639992462,0.6695347358743478,0.47894136042206825,0.40978522788340094,0.28088945681973665,0.19180562474635038,0.13111092784313783,0.08768234816426702,0.050501912106146095,0.007425087826599638,0.013445718414645171,0.0008615206109374024,7.070137857455404,4.306052904236845,3.208490354453829,2.4347344991233086,1.8611540978206333,1.4767669423935907,1.2016238310563152,1.0023514227086492,0.7653035978782694,0.5447372955947389,0.37581375313045434,0.25036255958536235,0.1631256721656992,0.09432336971448278,0.02187674861733207
