Line_number,Fiducial,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,S0Z_time_5.811e-05,S0Z_time_8.588e-05,S0Z_time_1.137e-04,S0Z_time_1.414e-04,S0Z_time_1.692e-04,S0Z_time_1.970e-04,S0Z_time_2.248e-04,S0Z_time_2.525e-04,S0Z_time_2.803e-04,S0Z_time_3.081e-04,S0Z_time_3.359e-04,S0Z_time_3.637e-04,S0Z_time_3.914e-04,S0Z_time_4.192e-04,S0Z_time_4.470e-04,S0Z_time_4.748e-04,S0Z_time_5.026e-04,S0Z_time_5.442e-04,S0Z_time_5.998e-04,S0Z_time_6.692e-04,S0Z_time_7.526e-04,S0Z_time_8.359e-04,S0Z_time_9.331e-04,S0Z_time_1.044e-03,S0Z_time_1.169e-03,S0Z_time_1.308e-03,S0Z_time_1.461e-03,S0Z_time_1.628e-03,S0Z_time_1.822e-03,S0Z_time_2.044e-03,S0Z_time_2.280e-03,S0Z_time_2.544e-03,S0Z_time_2.850e-03,S0Z_time_3.197e-03
0.0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,1.801734459138945e-06,1.696545728903718e-06,1.4985996107735664e-06,1.3879719087063825e-06,1.1467518378446164e-06,1.1235027548685215e-06,1.077893078996714e-06,1.013245097776535e-06,1.0190017483912893e-06,8.690919587818483e-07,7.897683613612462e-07,8.344387351638581e-07,7.476904756607428e-07,6.729340814493584e-07,6.723177131488349e-07,6.599221981889069e-07,6.195875758785954e-07,5.374355496382085e-07,5.128049925095353e-07,4.689311427330277e-07,4.3750289487547563e-07,3.7669578966314347e-07,3.4803915814627486e-07,2.881846523757497e-07,2.350337152451519e-07,2.2216755393633854e-07,1.87617883090444e-07,1.6330758586828503e-07,1.3880611467524513e-07,1.1806214778511923e-07,9.216038665618791e-08,8.001762604341986e-08,6.756347972608396e-08,5.638331049053779e-08
0.0,1,1.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,1.5913703584026187e-06,1.388552815953894e-06,1.2759461112892906e-06,1.1693277130158878e-06,1.0152936338817297e-06,9.339446272880761e-07,9.522901572506439e-07,8.904178821909033e-07,8.355191676906992e-07,7.540908474351448e-07,7.980448245566381e-07,6.710032988155246e-07,6.866935390512256e-07,6.343656268528796e-07,5.89978659765221e-07,5.594616916540928e-07,5.448365153635057e-07,5.027565868607098e-07,4.5062409890743866e-07,4.255187848887986e-07,3.6527810922040684e-07,3.2201296585525204e-07,3.0005186337942505e-07,2.4740237718951536e-07,2.229326218093127e-07,2.0233386845842012e-07,1.6696728424579847e-07,1.4717437524825826e-07,1.1855577380361012e-07,9.973164490327255e-08,8.645495843843279e-08,7.586154720738288e-08,6.023950666031377e-08,4.682943464859062e-08
0.0,2,2.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,1.388835441012042e-06,1.2638068934338645e-06,1.131025381263685e-06,1.045313416118779e-06,9.165959930669968e-07,8.804249820061584e-07,8.352859854791429e-07,7.379671147506544e-07,7.264719036749788e-07,6.587088842706401e-07,6.222751104561564e-07,5.934048981578381e-07,5.682265658976644e-07,5.506735737170693e-07,5.286931645550476e-07,5.128371561904921e-07,4.567088216152956e-07,4.434034278271649e-07,4.034494951411885e-07,3.551579232023144e-07,3.3325093247363477e-07,2.925157391111941e-07,2.526395659838617e-07,2.2751694452551218e-07,1.9526672847932836e-07,1.6403622345946303e-07,1.4517806048074407e-07,1.2469927190032763e-07,1.1230381268250706e-07,9.359210144649949e-08,7.713329028834678e-08,6.685449623219955e-08,5.278029276091937e-08,4.560803523414588e-08
0.0,3,3.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,1.2425025216646114e-06,1.1204194890476238e-06,9.828240670546526e-07,9.215987915181172e-07,8.224097920021555e-07,7.4568970686076e-07,7.086970130065098e-07,6.843026496522447e-07,6.437131954654864e-07,5.84998533496865e-07,5.47171178342862e-07,5.2235192358312e-07,5.004222377045617e-07,4.793193431578619e-07,4.449809035182622e-07,4.343874732662432e-07,4.0994330343401004e-07,3.9605319162640557e-07,3.479374183906534e-07,3.0873241591527396e-07,2.8865559093779537e-07,2.4397806206803565e-07,2.3646910738224992e-07,2.0705266934061692e-07,1.6844954362431237e-07,1.5172711397746724e-07,1.2928649847819196e-07,1.1602026121186165e-07,9.33261545898774e-08,8.045197027585247e-08,7.115640691020444e-08,5.5969348125778035e-08,4.696295300865663e-08,3.944037242539039e-08
0.0,4,4.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,1.084204623418033e-06,9.822119716672051e-07,8.423120203246805e-07,7.895816612329781e-07,7.003386011940929e-07,6.869444149345166e-07,5.967699294826467e-07,6.043889243128015e-07,5.559248218358197e-07,5.202510218680346e-07,4.706653531627272e-07,4.7039885048974427e-07,4.3008682497675215e-07,4.292877694769004e-07,4.091539303137992e-07,3.7859349211653137e-07,3.7177678521725897e-07,3.3223784436853994e-07,3.0771806442762694e-07,2.855179974388909e-07,2.510849682317506e-07,2.2042436337876588e-07,2.0192086508308407e-07,1.8516187137449045e-07,1.5801684182160251e-07,1.4082402918714996e-07,1.1708869173703476e-07,1.0067622486642369e-07,8.550025235426473e-08,6.739177003770134e-08,5.8513233929001835e-08,5.220293287363245e-08,4.4519116965647637e-08,3.514473226840962e-08
0.0,5,5.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,9.930745612801466e-07,8.503650951221467e-07,7.661167833074592e-07,6.886733554086134e-07,6.210652728161565e-07,6.090733916921665e-07,5.440090496056582e-07,5.414817314621111e-07,4.7258247893437645e-07,4.455996769624923e-07,4.327462243514157e-07,4.119479828270947e-07,3.9138735248232437e-07,3.6924148036964005e-07,3.598126759995335e-07,3.114930354281506e-07,3.1912836136549e-07,2.9768875628577584e-07,2.816073099606344e-07,2.47226782062686e-07,2.2270694055736314e-07,1.8874398113934795e-07,1.7969539760014291e-07,1.6515858964206696e-07,1.4182758019972217e-07,1.2194714720041708e-07,1.0906050658926943e-07,9.069425648749783e-08,7.79119669395661e-08,6.4325790258247e-08,5.662168709546949e-08,4.47989813900658e-08,3.4274401599997434e-08,2.846733698974459e-08
0.0,6,6.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,8.915357989763087e-07,7.219500552848019e-07,7.202391624480735e-07,6.323077910441263e-07,5.779652795755573e-07,5.475134588725347e-07,4.874073390673001e-07,4.424178788381667e-07,4.31903491288331e-07,4.079710445134725e-07,3.671987148000558e-07,3.3910070966958493e-07,3.380433266804634e-07,3.40817223060691e-07,3.283272269612196e-07,3.0939834151226257e-07,2.82578526261371e-07,2.587926227293802e-07,2.477141677047024e-07,2.2410130348730143e-07,1.9712788932094466e-07,1.7802840518023625e-07,1.5921427655314852e-07,1.4404710581618078e-07,1.1844308358584189e-07,1.0639506853948253e-07,9.046862004404557e-08,8.58192536474294e-08,6.95087241346014e-08,5.59770280274182e-08,4.6953232451054585e-08,4.030324800054488e-08,3.6386606820666036e-08,2.781725667599532e-08
0.0,7,7.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.808726028619621e-07,6.728842668201044e-07,6.03322647572154e-07,5.485818510769078e-07,5.026484485643009e-07,4.6570004039912556e-07,4.08801075172958e-07,4.0547813782924496e-07,3.8690982825975904e-07,3.5862255887907227e-07,3.531887003303763e-07,3.2349250897016987e-07,2.7804258781430765e-07,2.888354070255458e-07,2.785179072885858e-07,2.568665028327178e-07,2.387613535593123e-07,2.3621556783068375e-07,2.171690400802666e-07,1.969762873940003e-07,1.6632770667706938e-07,1.5969877857056507e-07,1.4720952916921888e-07,1.2102075349390447e-07,1.1152935016159638e-07,9.22787204153561e-08,8.117538591395076e-08,7.111962542799656e-08,5.924007824858129e-08,5.1217061061490844e-08,4.42542800440862e-08,3.9320659308683885e-08,3.296724797042007e-08,2.7553094191167285e-08
0.0,8,8.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,8.097554670308869e-07,6.492276945591353e-07,5.557830011680584e-07,4.752722471570839e-07,4.433499798703454e-07,4.2628740359792844e-07,3.95362188068243e-07,3.7677882103511547e-07,3.4745856299172416e-07,3.262145892031235e-07,3.089859984292044e-07,2.8670192814277444e-07,2.674174785268534e-07,2.7660519891398406e-07,2.439842149308683e-07,2.364632950988975e-07,2.2549568545121217e-07,2.139333660890383e-07,1.8421375720990816e-07,1.7524943170432424e-07,1.495290917718633e-07,1.4062799796911583e-07,1.2540809878393047e-07,1.149180641720889e-07,9.920215622542188e-08,9.010055712302194e-08,7.148641784704371e-08,6.598018152036305e-08,5.438461833057687e-08,4.661267636977974e-08,3.892388705453335e-08,3.347128475464393e-08,2.8182078839288296e-08,2.4258033761594387e-08
0.0,9,9.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,7.245933860766843e-07,5.717447955834772e-07,4.999510570796873e-07,4.681371462267769e-07,4.253982656348505e-07,3.64668840703704e-07,3.6856780071264517e-07,3.2559137159442225e-07,3.065913441009238e-07,2.9680230151070363e-07,2.560508740056996e-07,2.5162019912507374e-07,2.4970799548532813e-07,2.4607222850413364e-07,2.1423979124833627e-07,2.1025932499174108e-07,2.066646088459704e-07,1.930944026120424e-07,1.7096379627872262e-07,1.586007150658445e-07,1.3703161031230247e-07,1.2402907452366884e-07,1.1600783372716553e-07,1.0439500718729634e-07,8.799131310771597e-08,7.769108025389612e-08,6.886858664147496e-08,5.9567884922898595e-08,4.859962067668898e-08,4.453101551536502e-08,3.430003822464831e-08,2.9500091998070312e-08,2.7603472482469306e-08,2.0968168240072934e-08
