Line_number,Fiducial,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,S0Z_time_7.292e-05,S0Z_time_7.642e-05,S0Z_time_8.092e-05,S0Z_time_8.642e-05,S0Z_time_9.341e-05,S0Z_time_1.024e-04,S0Z_time_1.139e-04,S0Z_time_1.284e-04,S0Z_time_1.464e-04,S0Z_time_1.689e-04,S0Z_time_1.969e-04,S0Z_time_2.324e-04,S0Z_time_2.779e-04,S0Z_time_3.349e-04,S0Z_time_4.069e-04,S0Z_time_4.979e-04,S0Z_time_6.119e-04,S0Z_time_7.559e-04,S0Z_time_9.373e-04,S0Z_time_1.166e-03,S0Z_time_1.454e-03,S0Z_time_1.818e-03,S0Z_time_2.276e-03,S0Z_time_2.855e-03,S0Z_time_3.574e-03,S0Z_time_4.454e-03,S0Z_time_5.530e-03,S0Z_time_6.849e-03,S0Z_time_8.463e-03,S0Z_time_1.044e-02,S1Z_time_1.273e-05,S1Z_time_1.623e-05,S1Z_time_2.073e-05,S1Z_time_2.623e-05,S1Z_time_3.323e-05,S1Z_time_4.222e-05,S1Z_time_5.373e-05,S1Z_time_6.822e-05,S1Z_time_8.622e-05,S1Z_time_1.087e-04,S1Z_time_1.367e-04,S1Z_time_1.722e-04,S1Z_time_2.177e-04,S1Z_time_2.747e-04,S1Z_time_3.467e-04,S1Z_time_4.377e-04,S1Z_time_5.517e-04,S1Z_time_6.957e-04,S1Z_time_8.772e-04,S1Z_time_1.106e-03,S1Z_time_1.394e-03
0.0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,3.081336230700123e-10,2.8881561406929494e-10,2.579782989309846e-10,2.2798249937404148e-10,2.0331108715165538e-10,1.7625484877497664e-10,1.5104996222925686e-10,1.2639754587211836e-10,1.0355941066745723e-10,8.275075965151756e-11,6.319583263771352e-11,4.665657616153043e-11,3.262851740519152e-11,2.182619313468051e-11,1.4030963746785206e-11,8.547222426552383e-12,4.977322726731837e-12,2.7728804815000528e-12,1.470130604713802e-12,7.600841612977625e-13,3.7384265049022014e-13,1.7786447689445966e-13,8.096984325997998e-14,3.659865167529937e-14,1.630898570814378e-14,6.479892776168819e-15,2.9383773843280904e-15,1.2425114984880941e-15,6.39707398743123e-16,4.345407457532517e-16,7.272408658358637e-09,3.887355865929784e-09,2.0432813107242403e-09,1.113707984789818e-09,6.36634547145703e-10,3.884777438533847e-10,2.6284494929941056e-10,1.9219448019952474e-10,1.457706385216859e-10,1.0954398505055429e-10,7.999017431752663e-11,5.579502267270182e-11,3.68801257754004e-11,2.3226334905385848e-11,1.389980726688607e-11,7.886084829769671e-12,4.251802639113571e-12,2.183096728266979e-12,1.0618432305547194e-12,4.929156242947778e-13,2.223679232688909e-13
0.0,1,1.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,2.997242712119589e-10,2.8002125555011325e-10,2.4881451284391573e-10,2.1865305791814633e-10,1.9428627422109707e-10,1.6809330098855024e-10,1.4450559774153956e-10,1.2186061316164657e-10,1.0113771573174465e-10,8.214611496929773e-11,6.394511763916242e-11,4.820175654287872e-11,3.449293997435351e-11,2.363379311717141e-11,1.5569442513834844e-11,9.726121003875855e-12,5.807899538681567e-12,3.3140691733674736e-12,1.8002738101450472e-12,9.50125618844774e-13,4.768594429531694e-13,2.311633944649729e-13,1.0707928091344214e-13,4.901861882696598e-14,2.1966550943746985e-14,9.006630195789835e-15,4.028346094044602e-15,1.7540696666278803e-15,8.598148588360713e-16,4.696777448505668e-16,7.254295034330814e-09,3.870230790930812e-09,2.0320709957091283e-09,1.107914809347845e-09,6.324399728968695e-10,3.8202350856641247e-10,2.5328961184605835e-10,1.8176667156467826e-10,1.3722704493313004e-10,1.0417655368591731e-10,7.757079961056893e-11,5.542959292752751e-11,3.7615662162995466e-11,2.4342354299005088e-11,1.4977736084923494e-11,8.735024666155063e-12,4.840773201037786e-12,2.550896614024229e-12,1.2721759863024853e-12,6.054080936684885e-13,2.769015437482222e-13
0.0,2,2.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,2.9546649134553003e-10,2.7534630746298116e-10,2.4360198179984487e-10,2.1284391073992297e-10,1.8810384213745447e-10,1.619194559432354e-10,1.3891739180495277e-10,1.1739718184912313e-10,9.816965916807892e-11,8.068658890785681e-11,6.377178696070296e-11,4.891453180498129e-11,3.569329728199961e-11,2.4964538560505124e-11,1.680116960336255e-11,1.073057947724047e-11,6.553620747544644e-12,3.82191104329344e-12,2.1227254052798785e-12,1.1422486674361215e-12,5.844172518951297e-13,2.8834496002974576e-13,1.3580815870287239e-13,6.29653460717131e-14,2.8437906587284756e-14,1.1960468381512347e-14,5.312510144423325e-15,2.3584701614795514e-15,1.1100582088985566e-15,5.282173448675957e-16,7.23545314488047e-09,3.852743011316971e-09,2.0208084290888176e-09,1.1027646813096161e-09,6.305900220507435e-10,3.7991339156513143e-10,2.487025105120299e-10,1.7511173928517435e-10,1.3051006498601003e-10,9.908336084848651e-11,7.464188617321846e-11,5.433376253261709e-11,3.7685951404919667e-11,2.4958946394504735e-11,1.572717912984884e-11,9.39587353375381e-12,5.335600142434343e-12,2.8781240041721384e-12,1.468701639835499e-12,7.14940502485053e-13,3.320066695788172e-13
0.0,3,3.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,2.9388700226709974e-10,2.734541545539321e-10,2.4123531445823423e-10,2.0981702370617577e-10,1.8444287859870547e-10,1.5780482323935894e-10,1.3468567936227318e-10,1.1355734718668792e-10,9.51980226824612e-11,7.882144287741591e-11,6.301015970800956e-11,4.902788800362053e-11,3.637708486805622e-11,2.5900245525423317e-11,1.7760181618323388e-11,1.1567237527586866e-11,7.208690077008941e-12,4.287957001288056e-12,2.430405711033033e-12,1.3317896894342473e-12,6.938896129313738e-13,3.4811089348773637e-13,1.6659379778256033e-13,7.821177647263722e-14,3.564628976088677e-14,1.5314592470334333e-14,6.788817640912229e-15,3.0534490057694054e-15,1.3940223335613263e-15,6.143046804686908e-16,7.21584229767496e-09,3.834884032930319e-09,2.0094949743354077e-09,1.0977748903874622e-09,6.295616668546732e-10,3.7991479253950023e-10,2.4727908958529675e-10,1.7154834962846398e-10,1.2582218323285652e-10,9.477706844862776e-11,7.166447153420524e-11,5.283053263792531e-11,3.7297688039828055e-11,2.5196101903211108e-11,1.6207107200241697e-11,9.889914782885342e-12,5.739110257462797e-12,3.161693811392074e-12,1.647707550570665e-12,8.188503875444905e-13,3.8627996881255006e-13
0.0,4,4.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,2.939125340739051e-10,2.7329455924491995e-10,2.407378155448322e-10,2.0876441514282352e-10,1.827452740028779e-10,1.554859611600024e-10,1.3186475912310488e-10,1.1061378690537482e-10,9.258295892619285e-11,7.688906831047428e-11,6.192520451348655e-11,4.872851455457475e-11,3.666663987369873e-11,2.651491372605386e-11,1.8484086276083815e-11,1.2249885916860104e-11,7.773681594278248e-12,4.708048067783717e-12,2.7186030120732522e-12,1.5151932049797254e-12,8.03067313031031e-13,4.0927910356067466e-13,1.9888105304126082e-13,9.452014567904969e-14,4.350263168291276e-14,1.9035118914819458e-14,8.450731619100035e-15,3.835823687147832e-15,1.714353902283157e-15,7.291328624178255e-16,7.1954391618292695e-09,3.816636932127548e-09,1.998151527649298e-09,1.0928827930725761e-09,6.288190007168426e-10,3.808364339166202e-10,2.476556657147023e-10,1.7021387491556168e-10,1.2299274523791108e-10,9.150184081879116e-11,6.896311286318449e-11,5.117078545953358e-11,3.6612496981779625e-11,2.515112215858132e-11,1.6471359149955985e-11,1.0241299734362595e-11,6.0585239087573916e-12,3.4017854553894456e-12,1.8073256022270126e-12,9.153802284568106e-13,4.3859537799512464e-13
0.0,5,5.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,2.9484909970234975e-10,2.741488335390216e-10,2.4138372291034454e-10,2.090019904866631e-10,1.824372548374884e-10,1.545636169277229e-10,1.302953821906414e-10,1.0862393044568687e-10,9.052245776694326e-11,7.512901312457805e-11,6.072821900021692e-11,4.8171425328656534e-11,3.666470244922955e-11,2.6872477968528905e-11,1.900903501029959e-11,1.279521709815449e-11,8.253067474583766e-12,5.081077104136611e-12,2.9844735312690412e-12,1.6898857941745228e-12,9.101676796337253e-13,4.70815229976177e-13,2.321468208479549e-13,1.1165322263115463e-13,5.191102246572198e-14,2.3083422199098358e-14,1.0288048793991963e-14,4.701593426969763e-15,2.072593916753574e-15,8.720439642936491e-16,7.17422564005031e-09,3.797994770726948e-09,1.9867821491746048e-09,1.0881038889954147e-09,6.28221522744964e-10,3.8213682981537306e-10,2.489640066136122e-10,1.703308402088633e-10,1.2166116673333068e-10,8.928807812517447e-11,6.673722720419348e-11,4.9548849132195134e-11,3.576219109362751e-11,2.4903511595931002e-11,1.656605445093766e-11,1.0473422294146339e-11,6.303116645616034e-12,3.6006234761870535e-12,1.9470168456399234e-12,1.0034778557558428e-12,4.881209067501173e-13
0.0,6,6.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,2.9628776110473493e-10,2.7557287193806947e-10,2.426936945445588e-10,2.1003090440877488e-10,1.8304289781713203e-10,1.546386472153029e-10,1.2972457390141657e-10,1.075051249930092e-10,8.908188704867237e-11,7.368784891160834e-11,5.957925740979053e-11,4.748619623724066e-11,3.645998050346388e-11,2.7028392963541345e-11,1.936786385666156e-11,1.322028064972784e-11,8.653442190803347e-12,5.408004753080132e-12,3.2266007615433943e-12,1.854117857246305e-12,1.0138041814967284e-12,5.318443220148751e-13,2.659157560591989e-13,1.2938267706719473e-13,6.07730841555921e-14,2.741806064888629e-14,1.2287743600903771e-14,5.6460230686776345e-15,2.469238825874252e-15,1.0415147222006539e-15,7.1521834981129635e-09,3.778959318780754e-09,1.975388059958803e-09,1.083451644507281e-09,6.27752512221671e-10,3.83608700419119e-10,2.5072121569328925e-10,1.7131643425901706e-10,1.214257794060519e-10,8.802590091253963e-11,6.507436148089274e-11,4.810432486459671e-11,3.485578808500904e-11,2.4520562402276483e-11,1.6530229621887926e-11,1.060730411938783e-11,6.482681706650018e-12,3.761582032364454e-12,2.0671625204329764e-12,1.082621741612177e-12,5.343124970208156e-13
0.0,7,7.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,2.980061558317485e-10,2.773143847035924e-10,2.443788237148882e-10,2.115239704004653e-10,1.842162167440016e-10,1.5538039482791377e-10,1.298901533311947e-10,1.0710565671170253e-10,8.823382429750922e-11,7.26317873077861e-11,5.858734525554221e-11,4.6777253463760526e-11,3.612975240926498e-11,2.7031887671274457e-11,1.9590072665840485e-11,1.3541254464235502e-11,8.982296603298819e-12,5.6910923129259724e-12,3.4446320460569245e-12,2.0068079580073677e-12,1.1129380775934233e-12,5.91648337308665e-13,2.9976863991811774e-13,1.4749507745905755e-13,6.999141798825859e-14,3.199632444226199e-14,1.4434755334497897e-14,6.6637309739914245e-15,2.9039201163011744e-15,1.2360757124623044e-15,7.129293929433618e-09,3.759536277200427e-09,1.963974883174862e-09,1.0789319267815515e-09,6.274205040946522e-10,3.851898019742041e-10,2.526898839802951e-10,1.727865681811345e-10,1.2193258870386844e-10,8.753783473817456e-11,6.397478894052673e-11,4.692306744107345e-11,3.398035046871475e-11,2.406060517175555e-11,1.6397606191933025e-11,1.0661337534016003e-11,6.606619793013186e-12,3.8885404372299265e-12,2.16874686268207e-12,1.1526881675123344e-12,5.768767517208036e-13
0.0,8,8.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,2.998924302140677e-10,2.7924070118283935e-10,2.4627822260623196e-10,2.1328407817317274e-10,1.8572882358528812e-10,1.5654573311583822e-10,1.3056650259606392e-10,1.0725770479036616e-10,8.789830383511027e-11,7.196626079733397e-11,5.781444172382538e-11,4.6122718788859645e-11,3.573985747944428e-11,2.692728693586134e-11,1.9702480440895122e-11,1.3773109140184175e-11,9.247261887393557e-12,5.933323768514138e-12,3.63897934803792e-12,2.1474031419432597e-12,1.2068268110328403e-12,6.496549500762134e-13,3.3334490444473615e-13,1.657958506198493e-13,7.947227911066357e-14,3.6775464798131976e-14,1.6712678333121098e-14,7.748790745587985e-15,3.3755998545004305e-15,1.4549443945834023e-15,7.105538417326817e-09,3.739732679515813e-09,1.9525527175820046e-09,1.0745488981931398e-09,6.272332182517079e-10,3.8686978064768473e-10,2.547678412064158e-10,1.745132163366785e-10,1.2291026747910316e-10,8.763395095576626e-11,6.338203182405034e-11,4.6043034291459916e-11,3.3199945881691013e-11,2.357371977238576e-11,1.6198081788022403e-11,1.065172703043485e-11,6.683536402427119e-12,3.985451170461482e-12,2.2531107506037945e-12,1.2138508196368141e-12,6.157109482212111e-13
0.0,9,9.0,0.0,30.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,0.0,0.0,0.0,3.018949844156996e-10,2.8128742911216326e-10,2.4830888451604996e-10,2.1520115117479737e-10,1.874414573325765e-10,1.5797110276588286e-10,1.315806943723454e-10,1.0780889017216789e-10,8.797529159936993e-11,7.165757076866872e-11,5.728375140888429e-11,4.557478093112207e-11,3.534366920434556e-11,2.6754156887501414e-11,1.9729792718789585e-11,1.3929730148780188e-11,9.455733869528947e-12,6.138002607628653e-12,3.810572402557584e-12,2.275757008383418e-12,1.294976025358455e-12,7.054222263642134e-13,3.663410785127058e-13,1.8411147019705085e-13,8.91275563969603e-14,4.1713670478103006e-14,1.91043478974489e-14,8.894849009396078e-15,3.88272402648559e-15,1.6981545686015979e-15,7.0808994047080226e-09,3.7195562654845758e-09,1.941134311912577e-09,1.0703083204909364e-09,6.271948987379307e-10,3.8865185773524505e-10,2.569183464834986e-10,1.763734322519193e-10,1.2417087797727655e-10,8.81446779670691e-11,6.321136969707798e-11,4.5464695223211864e-11,3.255574665409352e-11,2.3101069984545258e-11,1.5958400709210042e-11,1.0593077318215142e-11,6.7211945337057764e-12,4.05609362398392e-12,2.3217658730338597e-12,1.2664985365719343e-12,6.508375489898673e-13
