Line_number,Fiducial,Easting,Northing,Height,Elevation,tx_pitch,tx_roll,tx_yaw,txrx_dx,txrx_dy,txrx_dz,rx_pitch,rx_roll,rx_yaw,S0Z_time_5.811e-05,S0Z_time_8.588e-05,S0Z_time_1.137e-04,S0Z_time_1.414e-04,S0Z_time_1.692e-04,S0Z_time_1.970e-04,S0Z_time_2.248e-04,S0Z_time_2.525e-04,S0Z_time_2.803e-04,S0Z_time_3.081e-04,S0Z_time_3.359e-04,S0Z_time_3.637e-04,S0Z_time_3.914e-04,S0Z_time_4.192e-04,S0Z_time_4.470e-04,S0Z_time_4.748e-04,S0Z_time_5.026e-04,S0Z_time_5.442e-04,S0Z_time_5.998e-04,S0Z_time_6.692e-04,S0Z_time_7.526e-04,S0Z_time_8.359e-04,S0Z_time_9.331e-04,S0Z_time_1.044e-03,S0Z_time_1.169e-03,S0Z_time_1.308e-03,S0Z_time_1.461e-03,S0Z_time_1.628e-03,S0Z_time_1.822e-03,S0Z_time_2.044e-03,S0Z_time_2.280e-03,S0Z_time_2.544e-03,S0Z_time_2.850e-03,S0Z_time_3.197e-03
0.0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.0001512604700558443,0.00011444778653392207,0.00010232352367869705,8.418648548744323e-05,7.032221815169631e-05,6.142521051075781e-05,5.635255891167139e-05,5.109171658873818e-05,4.439729434533129e-05,4.1683842824562875e-05,3.629370803574198e-05,3.3225365389582057e-05,2.8817256754545127e-05,2.860847879843261e-05,2.4993696128693043e-05,2.497440942506935e-05,2.3964276001627646e-05,1.9849372626289084e-05,1.789558949600143e-05,1.472624822129324e-05,1.3658045507027725e-05,1.0747872730674123e-05,9.02201469489742e-06,7.877972897095418e-06,6.561370006711367e-06,5.397131515227757e-06,4.2362446068593255e-06,3.496992887486951e-06,2.8877883087098535e-06,2.1772726756306046e-06,1.722943278150641e-06,1.3369960874455831e-06,9.932748331343917e-07,7.681265375039391e-07
0.0,1,1.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.0001519314545462536,0.00011598878184336322,9.573699599345091e-05,8.162973289732195e-05,6.84716877713209e-05,6.119542950929335e-05,5.4725372064692236e-05,5.044627202391614e-05,4.435891987352676e-05,3.584880887501128e-05,3.758445516665878e-05,3.392458044459506e-05,3.0011879984980302e-05,2.7060273400090333e-05,2.5846510604006416e-05,2.212722340684465e-05,2.1807512699524582e-05,2.0188987044543362e-05,1.7513255721950485e-05,1.5121307331017751e-05,1.348248430723879e-05,1.1135109421756911e-05,9.747437209882501e-06,7.932886580324139e-06,6.4477042706941475e-06,5.015460085036441e-06,4.166115624639217e-06,3.5567164086346153e-06,2.871232200662256e-06,2.269415158606336e-06,1.7550067600147688e-06,1.4146761628837661e-06,1.0621457832207759e-06,7.645513524507206e-07
0.0,2,2.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.00014076901062322746,0.00010878933995545163,0.00010061276765467814,8.175032483170733e-05,6.728177500919814e-05,5.995755073938543e-05,5.8608156618986e-05,5.044217310156173e-05,4.4584038840484653e-05,4.2231511546185303e-05,3.6911824808181525e-05,3.1530266047741934e-05,3.0637239347346845e-05,2.90164300486139e-05,2.5395835582890335e-05,2.458358945656603e-05,2.2707797995541955e-05,2.144372761094773e-05,1.860009278020861e-05,1.5600997223922687e-05,1.364898875491779e-05,1.1235444712457721e-05,9.750335603784654e-06,7.880184085985124e-06,6.192748257382756e-06,5.2860531214928645e-06,4.462448271337388e-06,3.59248864645336e-06,2.7481882465625867e-06,2.2684242091021194e-06,1.6838162741037838e-06,1.3361617651929619e-06,1.0631949145502405e-06,7.434878111564719e-07
0.0,3,3.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.00014298633576707666,0.00011501095931141484,9.714508097745095e-05,8.132176015786354e-05,6.731577744410644e-05,6.061208941068594e-05,5.578785658020336e-05,5.0565649112503326e-05,4.495805854842434e-05,3.766337407319391e-05,3.482319589429889e-05,3.406216686106626e-05,2.9488651903487755e-05,2.91059167901019e-05,2.5720193121971375e-05,2.4530344389081598e-05,2.180219246109389e-05,2.0471699905711165e-05,1.7311499428212715e-05,1.5156275297117919e-05,1.3100368926340562e-05,1.1121120022297447e-05,9.575602072177347e-06,7.89880449340473e-06,6.7115711607844065e-06,5.419585826354399e-06,4.133927936938969e-06,3.4586507632266476e-06,2.9380348889776776e-06,2.265660499875672e-06,1.7962698318080048e-06,1.312568702646451e-06,1.0572542830327799e-06,7.595205192904654e-07
0.0,4,4.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.00014802318748917892,0.00011514827518933011,9.744905565480281e-05,8.19521780019765e-05,7.230171855874791e-05,6.0757640249159666e-05,5.1791633382439846e-05,4.7572815867275734e-05,4.4551161475871487e-05,4.029435126850712e-05,3.703404224362749e-05,3.4114111313624434e-05,3.210266645516125e-05,2.970529955837582e-05,2.629803983567309e-05,2.3933484647176333e-05,2.2697053697229473e-05,2.023388763856048e-05,1.801638861815314e-05,1.5657620383042687e-05,1.2536698400635201e-05,1.1345211365545802e-05,9.842122317769882e-06,7.845929654224642e-06,6.532305317137237e-06,5.267467219127497e-06,4.46977702194559e-06,3.648025447022914e-06,2.8508230760362256e-06,2.2495446769101455e-06,1.7221886312671357e-06,1.3885481225548e-06,1.0729693560621309e-06,7.744452404942127e-07
0.0,5,5.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.0001519982087266447,0.00011432573446051243,9.603449777710214e-05,7.901157948258371e-05,7.274245343898382e-05,6.0730201464691e-05,5.787630059365708e-05,4.733937067523224e-05,4.4496532646829186e-05,3.9283781743456864e-05,3.597134782841431e-05,3.5408207457980045e-05,3.129323239266926e-05,2.7319767693479533e-05,2.683647589326856e-05,2.460890926056056e-05,2.2447590227133637e-05,2.0771524122518906e-05,1.7201078110350775e-05,1.6243853298114083e-05,1.3116579014479393e-05,1.113193557613448e-05,9.641252724378217e-06,8.193490352363813e-06,6.094136584785917e-06,5.403710957839604e-06,4.4187347335900925e-06,3.6894617533443795e-06,2.768191499343892e-06,2.286700429403042e-06,1.7462935833595873e-06,1.330065297215745e-06,1.0703429876241378e-06,7.70724372054859e-07
0.0,6,6.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.00014877140057176712,0.0001170290515724092,0.00010142520766155439,8.247098490313934e-05,7.122096181575672e-05,6.078779578894588e-05,5.678855547668253e-05,4.797386484838731e-05,4.525323615729621e-05,4.045974328242955e-05,3.6399218655168876e-05,3.373951286870851e-05,3.1435268919634824e-05,2.8232151393643742e-05,2.6382170233320447e-05,2.457676753048134e-05,2.3059305450393898e-05,2.0499495663672353e-05,1.817103970329966e-05,1.5944509073806698e-05,1.3394277582947992e-05,1.1661141518380587e-05,9.616331731680747e-06,8.11415613171495e-06,6.586023612939842e-06,5.3555051189667305e-06,4.139036616251849e-06,3.550769393799978e-06,2.8673555514472957e-06,2.2469424153127176e-06,1.764694806864023e-06,1.3800831666007722e-06,1.0286613655241983e-06,7.677342249878334e-07
0.0,7,7.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.00013909175928902026,0.00011745582935057608,0.00010270213562710825,7.98278722894379e-05,7.191737676944648e-05,5.858968253535522e-05,5.521298125386542e-05,5.025448503846731e-05,4.405238386618858e-05,4.0512137125339256e-05,3.643871086356555e-05,3.294421787435944e-05,3.216044105041679e-05,2.890755945196196e-05,2.6043645613919718e-05,2.4506210498517748e-05,2.228967444759902e-05,2.0914231286510363e-05,1.763081657170333e-05,1.5118300470283355e-05,1.355001577003379e-05,1.1574108165889263e-05,9.163502049012293e-06,7.728747866543253e-06,6.430168579754088e-06,5.623314756424378e-06,4.629187212546606e-06,3.6144535041191887e-06,2.8181387057560843e-06,2.2579920381220616e-06,1.8426315472770381e-06,1.3143826824419356e-06,1.0547291415024915e-06,7.034223975419462e-07
0.0,8,8.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.00014376467319794197,0.00011414917059461243,9.593006975711955e-05,8.546024430586209e-05,7.241425437522123e-05,6.122161094414597e-05,5.588803050819295e-05,5.1540712744419485e-05,4.407037561372672e-05,3.977950835169017e-05,3.5906122169355244e-05,3.5623099968903646e-05,3.147586601837916e-05,2.9416205806509422e-05,2.7685761449566723e-05,2.365475442885823e-05,2.1663982566406357e-05,2.0352899831962314e-05,1.803197580163261e-05,1.5912583911676368e-05,1.3256551203380519e-05,1.1042223611795705e-05,9.457799229355092e-06,7.872076876878338e-06,6.7103725636577785e-06,5.775684961832951e-06,4.464075315106103e-06,3.7185549886013693e-06,2.766432610923353e-06,2.1775065054467088e-06,1.801185393932441e-06,1.275389311862795e-06,1.0353953203863892e-06,7.256472468927656e-07
0.0,9,9.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0,0.0,0.0,0.0,0.00014220992033582683,0.00011201989336146525,9.282712344529846e-05,8.786231334881718e-05,7.035012837225509e-05,6.168352460789517e-05,5.453059303621484e-05,5.1048671608489433e-05,4.4613350151154e-05,3.9617634704436656e-05,3.614333969413785e-05,3.324338679487462e-05,3.148856015881008e-05,2.8500562079574838e-05,2.784669359532892e-05,2.4979296364951835e-05,2.2445012748401665e-05,2.06119824190157e-05,1.857643807153413e-05,1.601650182595114e-05,1.3604848249388982e-05,1.1042235239541481e-05,9.617380764500331e-06,8.148415631762062e-06,6.4947413912551794e-06,5.577827256383963e-06,4.401928647640374e-06,3.421111962538503e-06,2.999335901687893e-06,2.312114897269895e-06,1.7495149666428936e-06,1.3819657367672442e-06,1.0694508244822883e-06,7.289189474234953e-07
