Line_number,Fiducial,Easting,Northing,Height,Elevation,In_Phase_380.0,In_Phase_1776.0,In_Phase_3345.0,In_Phase_8171.0,In_Phase_41020.0,In_Phase_129550.0,Quadrature_380.0,Quadrature_1776.0,Quadrature_3345.0,Quadrature_8171.0,Quadrature_41020.0,Quadrature_129550.0
0.0,0,0.0,0.0,30.0,0.0,36.47330255610482,131.37130572952867,70.08196695796151,318.18640106630534,1064.0408546040503,1981.7142781654936,77.31255365290362,179.4772034206797,91.70226694349184,436.1572845963019,962.0338472241198,1090.8390851290023
0.0,1,1.0,0.0,30.0,0.0,38.464883282173616,133.91146224333028,70.50259989817513,318.8653084794076,1063.5029919979436,1981.763937602759,78.6059565178894,178.22333294792313,91.1370366923671,435.5291719593801,961.942940273806,1090.8412957230894
0.0,2,2.0,0.0,30.0,0.0,40.312010052595305,135.8854502091131,70.85123340475265,319.88880692073275,1062.9508504542482,1981.8167171749783,79.66611102914727,177.1643180998853,90.77292888270907,434.9464129278696,961.8310245344051,1090.8467066736143
0.0,3,3.0,0.0,30.0,0.0,42.016084931266114,137.4570515484797,71.18899761542676,321.1424577524503,1062.3808619609597,1981.8726273854015,80.53763772269177,176.34329728948632,90.56792263423084,434.30870756018913,961.6948651213037,1090.8557219305274
0.0,4,4.0,0.0,30.0,0.0,43.58179931257992,138.7560632419495,71.55163502821863,322.53372921934397,1061.7917512497716,1981.9316538537482,81.25862350938199,175.77058433499147,90.48152942694892,433.5885362464713,961.5336021719007,1090.8687698369201
0.0,5,5.0,0.0,30.0,0.0,45.01608433840672,139.8830397781961,71.95718214618708,324.0022369749792,1061.1834942772318,1981.9937547512861,81.86136325814444,175.43638108135295,90.47844613550043,432.7952068447527,961.3461167442779,1090.8863063247627
0.0,6,6.0,0.0,30.0,0.0,46.32730719669326,140.91403035993892,72.41188196246476,325.5161443224366,1060.556305917422,1982.05885783428,82.37307527818079,175.31934430215168,90.53012800146409,431.95074637512465,961.1308140541413,1090.9088148847882
0.0,7,7.0,0.0,30.0,0.0,47.5246648123974,141.90492687237526,72.91470573027297,327.063477387649,1059.9103721459962,1982.1268567438337,82.81656759813173,175.39238060632394,90.61504169825368,431.0768282739741,960.8858891631053,1090.9368064715609
0.0,8,8.0,0.0,30.0,0.0,48.617733491193505,142.89532295822713,73.46070627742694,328.64355841378705,1059.2458811665374,1982.197607080835,83.21084354667481,175.62655144847793,90.71808968423947,430.1896059038845,960.6094632443493,1090.970819269437
0.0,9,9.0,0.0,30.0,0.0,49.61614003914619,143.91188749537537,74.04336866511751,330.2607020573486,1058.5630758182474,1982.2709222506364,83.57164275013197,175.99365216894256,90.829575685087,429.29906971362453,960.2996023084269,1091.0114182012267
0.0,10,10.0,0.0,30.0,0.0,50.529326697553,144.97128191965012,74.65612494579439,331.9204403112311,1057.862274582181,1982.3465690935504,83.91191841484455,176.46783376630168,90.9439971251157,428.41037168682834,959.9543057092598,1091.0591941560533
0.0,11,11.0,0.0,30.0,0.0,51.36638765126028,146.0826504199793,75.29321174106812,333.6277187654658,1057.1438771052256,1982.424263236885,84.24225453566702,177.0265209602744,91.05886854914716,427.5255902411581,959.5714983140318,1091.1147629060367
0.0,12,12.0,0.0,30.0,0.0,52.13595978780178,147.24970779850293,75.95005019520468,335.3863349214778,1056.4083679169198,1982.5036642167306,84.57122811810991,177.65081317391835,91.17370041661471,426.64522010695106,959.149028342029,1091.1787636768238
0.0,13,13.0,0.0,30.0,0.0,52.846154151448694,148.47244910856708,76.62331029988854,337.1990127911465,1055.65632168371,1982.5843703694827,84.90572208627103,178.32551458660367,91.28918955988074,425.76917509189377,958.6846671300431,1091.2518573351415
0.0,14,14.0,0.0,30.0,0.0,53.50451765074933,149.74850906747145,77.31079166668927,339.067712443245,1054.888409542108,1982.665913482398,85.25119459620944,179.0389118084229,91.40662784630234,424.897343296516,958.1761090463311,1091.3347241544345
0.0,15,15.0,0.0,30.0,0.0,54.11801708386036,151.07420527177018,78.01121810514805,340.99395522058825,1054.105405917354,1982.747753224603,85.61191020552383,179.782395557667,91.52750521867152,424.0298236386615,957.6209713493095,1091.428061117453
0.0,16,16.0,0.0,30.0,0.0,54.693039334221645,152.445304874666,78.72401089303581,342.97907329542875,1053.3081955740463,1982.8292713853245,85.99113791113926,180.55000270543817,91.65326913885451,423.16697553090404,957.0167941625755,1091.5325787124584
0.0,17,17.0,0.0,30.0,0.0,55.23540314908864,153.8575581503215,79.44907865949443,345.0243661176337,1052.4977809364955,1982.909765887221,86.39132055348689,181.33793636723487,91.78519965642967,422.30938157075457,956.3610406788255,1091.6489971775297
0.0,18,18.0,0.0,30.0,0.0,55.750379103791815,155.30704318985818,80.18664299791551,347.1311802732746,1051.6752897327478,1982.988444649767,86.81421955564056,182.1441047061767,91.92436318366013,421.45778517465743,955.6510976314149,1091.7780421452635
0.0,19,19.0,0.0,30.0,0.0,56.24271504488877,156.7903637675078,80.93710511344332,349.3009387384182,1050.8419829676754,1983.0644192759362,87.26103845592425,182.96770439333585,92.07161497137378,420.6130342918993,954.8842760512181,1091.9204396380328
0.0,20,20.0,0.0,30.0,0.0,56.7166651369929,158.30473854760712,81.70095149068976,351.53514271322047,1049.9992631981604,1983.1366986424875,87.7325282215523,183.80886270655682,92.22762787706932,419.77604214268894,954.0578123287057,1092.0769103618486
0.0,21,21.0,0.0,30.0,0.0,57.17602107833054,159.84801407428384,82.47869264275585,353.83536233278176,1049.1486831427358,1983.204182377797,88.2290769082833,184.66834317213028,92.39293196423796,418.94776507206876,953.1688696058388,1092.2481632448425
0.0,22,22.0,0.0,30.0,0.0,57.624144359896725,161.4186281813231,83.27082742964765,356.203225511543,1048.2919546472667,1983.2656542754269,88.75078585964857,185.5473132891472,92.56795517050541,418.1291932412506,952.2145395248759,1092.434888164427
0.0,23,23.0,0.0,30.0,0.0,58.063998807252155,163.01554441259242,84.07782595583463,358.6404091720029,1047.4309579581181,1983.3197756809186,89.29753431790041,186.4471688424663,92.75305958734306,417.321349209788,951.191844362441,1092.6377478053316
0.0,24,24.0,0.0,30.0,0.0,58.49818285598525,164.63817282163708,84.90012457835905,361.1486339743964,1046.5677513082053,1983.3650789642538,89.86903404398895,187.36940712949675,92.94857091076109,416.52529044609537,950.0977395782614,1092.8573685889908
0.0,25,25.0,0.0,30.0,0.0,58.928961044475095,166.2862879014612,85.7381284188324,363.7296620942048,1045.704580859079,1983.3999610030162,90.46487531101239,188.3155406146058,93.15480056887156,415.74211320135527,948.9291168090533,1093.0943306132006
0.0,26,26.0,0.0,30.0,0.0,59.35829450110368,167.95995067338188,86.59221751903024,366.3852971034793,1044.8438909720792,1983.4226768690355,91.08456543963126,189.2870426497752,93.37206115781052,414.97295639180425,947.6828073391622,1093.349156539542
0.0,27,27.0,0.0,30.0,0.0,59.78787011066361,169.65943910481823,87.46275439293244,369.1173851198466,1043.9883347546102,1983.431333686371,91.72756087979434,190.2853176060698,93.6006763572701,414.21900496327186,946.3555860805866,1093.622299364952
0.0,28,28.0,0.0,30.0,0.0,60.219128316478006,171.38518889509461,88.35009140220131,371.92781645719293,1043.1407849570528,1983.4238848266432,92.3932937059527,191.3116887766009,93.84098664986894,413.4814926784111,944.9441760960023,1093.914129012882
0.0,29,29.0,0.0,30.0,0.0,60.65328931363917,173.13774520645651,89.25457707228746,374.8185275190962,1042.304345150199,1983.3981244363526,93.08119327829688,192.36739854435675,94.09335209052536,412.761704470354,943.4452536992491,1094.2249176789267
0.0,30,30.0,0.0,30.0,0.0,61.091377660543074,174.91772482243894,90.17656130903566,377.79150263291916,1041.4823611885904,1983.351682451475,93.79070372649224,193.4536164284881,94.35815317642388,412.06097855284753,941.8554541684999,1094.5548238655476
0.0,31,31.0,0.0,30.0,0.0,61.53424521631775,176.72578775180793,91.1163991225389,380.8487758461425,1040.6784329705572,1983.2820202171408,94.5212978314761,194.57145165159295,94.63579063180448,411.3807084486173,940.1713781079011,1094.9038750407394
0.0,32,32.0,0.0,30.0,0.0,61.98259242588705,178.56261692947854,92.07445328359452,383.992432663359,1039.8964264140368,1983.1864267552337,95.2724878121995,195.72196776642608,94.92668469190593,410.72234504665244,938.3895984939511,1095.2719488561681
0.0,33,33.0,0.0,30.0,0.0,62.436987914622186,180.4289045741075,93.0510960170949,387.22461173471885,1039.1404857236987,1983.062015883389,96.04383346532246,196.90619762720667,95.23127427221505,410.0873987519193,936.5066684430841,1095.6587528615814
0.0,34,34.0,0.0,30.0,0.0,62.89788649585356,182.32534380521437,94.04671010955283,390.5475066091069,1038.415045814505,1982.9057242871365,96.83494805481715,198.12515758926259,95.55001625275506,409.47744175740837,934.5191297369965,1096.0638026542556
